위도,경도,date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,daylight_duration,sunshine_duration,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,dew_point_2m_mean,dew_point_2m_max,dew_point_2m_min,pressure_msl_mean,soil_temperature_0_to_7cm_mean
33.2477,126.5149,2025-05-09,65.0,18.5,14.1,17.1,20.4,11.0,16.4,146.3,146.3,0.0,20.0,8.3,19.8,226.0,3.6,0.63,49410.03,0.0,99.0,100.0,89.0,16.9,18.5,13.9,1006.5,16.8
33.2477,126.5149,2025-09-22,51.0,25.9,21.3,23.3,28.0,22.8,24.8,0.2,0.2,0.0,2.0,6.31,14.8,62.0,17.47,3.49,43753.95,38764.55,82.0,90.0,69.0,19.9,20.6,19.2,1018.1,24.0
33.2589,126.4045,2024-02-22,53.0,12.6,8.4,10.6,11.3,6.9,8.8,3.2,3.2,0.0,13.0,6.39,13.7,72.0,3.44,0.76,40362.86,0.0,85.0,95.0,77.0,8.3,11.5,6.1,1019.8,11.6
33.2589,126.4045,2025-02-26,3.0,10.5,2.9,6.7,7.2,0.3,3.0,0.0,0.0,0.0,0.0,4.7,10.6,335.0,17.92,2.42,40931.45,38459.03,67.0,90.0,47.0,0.8,2.1,-2.0,1026.5,6.7
33.2589,126.4045,2026-01-07,51.0,8.5,3.8,6.0,2.5,-2.8,0.1,0.2,0.2,0.0,2.0,9.11,18.2,329.0,8.69,1.9,36207.02,32516.88,65.0,78.0,53.0,-0.2,2.8,-2.8,1021.9,6.9
33.2589,126.4045,2026-03-02,63.0,13.6,8.7,12.0,10.6,3.3,7.3,17.4,17.4,0.0,23.0,10.71,21.3,84.0,4.02,0.99,41389.72,0.0,88.0,95.0,81.0,10.1,11.2,5.8,1010.3,11.5
33.4609,126.3205,2024-11-16,53.0,22.9,18.2,19.9,25.3,19.8,21.8,1.6,1.6,0.0,5.0,3.56,7.4,42.0,11.4,1.96,37477.74,28800.0,87.0,93.0,76.0,17.6,18.5,16.7,1016.1,20.0
33.4609,126.3205,2025-09-12,53.0,31.3,25.7,27.9,35.8,28.6,31.6,2.0,2.0,0.0,11.0,7.09,14.0,161.0,17.7,4.21,44987.28,39550.53,78.0,85.0,67.0,23.8,25.9,22.2,1010.7,28.7
33.4798,126.5266,2024-10-15,55.0,24.8,20.4,22.3,28.0,23.7,25.2,5.5,5.5,0.0,16.0,3.6,7.8,275.0,10.19,1.84,40904.85,25043.25,90.0,96.0,79.0,20.6,21.8,19.4,1017.7,22.3
33.4798,126.5266,2025-12-19,51.0,17.5,5.8,11.7,17.0,4.1,10.8,0.2,0.2,0.0,1.0,1.9,5.6,97.0,9.0,1.41,35755.13,27423.25,78.0,92.0,61.0,7.9,13.1,3.2,1021.3,9.8
33.4798,126.5266,2026-03-27,3.0,18.2,11.2,14.4,17.4,8.4,11.8,0.0,0.0,0.0,0.0,4.85,9.5,256.0,20.2,3.85,44491.43,40927.02,43.0,51.0,35.0,1.8,5.5,-1.1,1015.8,13.5
33.4835,126.4802,2024-02-14,55.0,18.1,14.5,15.7,18.3,11.9,14.3,2.9,2.9,0.0,5.0,7.01,10.0,182.0,9.51,1.96,39406.8,25735.87,80.0,95.0,63.0,12.1,14.2,10.5,1022.1,15.0
33.4879,126.4969,2024-08-06,51.0,30.5,28.3,29.3,36.6,33.5,35.1,0.4,0.4,0.0,1.0,5.05,6.8,79.0,20.68,4.4,49169.8,46800.0,81.0,88.0,75.0,25.8,26.9,24.5,1007.5,29.7
33.4935,126.4868,2026-01-19,71.0,11.1,3.3,7.1,10.5,-2.4,2.9,3.6,3.0,0.42,14.0,8.17,12.2,357.0,3.77,0.62,36910.34,0.0,88.0,98.0,76.0,5.2,10.6,1.8,1023.1,15.7
33.5006,126.5295,2024-02-14,55.0,18.5,11.8,14.5,18.8,10.6,14.3,5.5,5.5,0.0,15.0,3.63,7.6,161.0,8.67,1.49,39406.8,22618.28,86.0,97.0,75.0,12.2,15.1,9.5,1022.2,12.8
33.5006,126.5295,2024-08-29,61.0,29.5,25.9,27.5,35.6,28.9,31.8,10.0,10.0,0.0,15.0,8.32,15.5,19.0,20.64,4.16,46646.29,43023.33,87.0,95.0,74.0,25.0,26.5,23.7,1003.9,28.3
33.5006,126.5295,2024-12-24,3.0,9.0,5.6,7.6,5.3,3.0,3.9,0.0,0.0,0.0,0.0,4.91,10.6,320.0,10.38,1.75,35756.0,31517.82,66.0,85.0,58.0,1.6,3.3,0.6,1028.3,7.8
33.5006,126.5295,2025-04-28,53.0,16.9,11.7,14.6,17.0,9.5,14.2,1.6,1.6,0.0,7.0,4.13,10.9,275.0,21.23,3.19,48331.51,33421.43,84.0,100.0,57.0,11.7,14.8,4.3,1012.0,16.9
33.5006,126.5295,2026-01-28,3.0,3.7,0.9,2.3,-0.8,-3.2,-2.3,0.0,0.0,0.0,0.0,4.54,10.4,349.0,13.67,1.67,37674.1,35792.38,63.0,77.0,41.0,-4.2,-1.6,-8.3,1029.1,4.2
33.5006,126.5295,2026-02-21,2.0,17.3,4.7,10.6,16.1,2.0,8.3,0.0,0.0,0.0,0.0,2.75,6.6,166.0,17.9,2.86,40279.41,36676.34,60.0,79.0,32.0,2.6,6.0,-5.7,1014.5,11.9
33.5038,126.552,2025-06-04,2.0,25.1,19.5,21.8,24.8,15.9,19.2,0.0,0.0,0.0,0.0,8.2,18.0,239.0,27.71,6.7,51355.15,46947.0,46.0,75.0,27.0,9.2,18.4,1.2,1008.2,20.9
33.5042,126.5421,2024-05-10,0.0,19.9,13.9,17.1,23.5,11.3,17.2,0.0,0.0,0.0,0.0,3.54,7.9,35.0,27.42,4.37,49581.96,46800.0,68.0,98.0,12.0,9.2,17.7,-12.4,1019.1,17.5
33.5042,126.5421,2026-03-16,51.0,10.4,6.5,8.2,8.7,4.4,6.4,0.2,0.2,0.0,2.0,2.84,6.2,344.0,8.51,1.23,43118.47,6712.06,84.0,92.0,74.0,5.7,6.5,4.6,1023.7,9.2
33.5129,126.5265,2024-02-27,51.0,10.9,6.4,8.5,5.0,3.3,3.9,0.2,0.2,0.0,2.0,8.54,16.6,103.0,11.69,2.07,40935.57,29053.54,68.0,76.0,56.0,2.9,4.7,1.7,1027.7,8.6
33.5213,126.59,2026-01-21,73.0,1.8,0.0,1.0,-4.4,-7.4,-6.0,4.9,0.0,3.43,20.0,10.17,20.1,322.0,5.4,1.16,37065.66,5729.51,71.0,81.0,64.0,-3.7,-2.0,-5.0,1026.8,3.2
33.5281,126.6443,2024-10-12,3.0,24.1,16.4,20.0,24.9,16.9,20.8,0.0,0.0,0.0,0.0,4.27,9.1,99.0,15.02,2.86,41267.27,35133.43,74.0,85.0,60.0,15.2,17.1,13.0,1022.1,19.8
33.5281,126.6443,2025-07-29,3.0,32.0,24.3,28.0,37.0,27.6,32.1,0.0,0.0,0.0,0.0,6.24,12.9,127.0,26.56,5.69,49939.09,46674.31,75.0,85.0,63.0,23.1,25.1,19.7,1001.3,28.6
33.5368,126.6677,2024-01-11,3.0,9.0,3.3,5.8,4.5,-0.6,1.6,0.0,0.0,0.0,0.0,5.89,12.1,279.0,10.16,1.37,36333.54,34341.9,77.0,87.0,62.0,2.0,3.9,0.9,1020.6,6.7
33.5368,126.6677,2024-05-20,3.0,24.2,16.3,20.5,25.7,14.7,20.7,0.0,0.0,0.0,0.0,2.22,6.2,289.0,23.66,4.51,50438.36,45575.4,58.0,83.0,45.0,11.8,16.0,6.9,1015.8,20.4
33.5368,126.6677,2025-06-15,63.0,27.5,21.5,24.7,36.2,24.6,29.7,18.8,18.8,0.0,15.0,3.94,7.7,7.0,15.75,3.19,51701.49,29998.47,92.0,100.0,76.0,23.3,27.0,19.3,1001.6,24.6
34.7414,127.7326,2025-10-24,2.0,20.9,14.3,17.1,19.6,12.4,15.7,0.0,0.0,0.0,0.0,5.56,12.1,40.0,15.49,2.85,39697.2,36556.19,75.0,88.0,53.0,12.4,13.8,11.0,1024.4,17.8
34.7414,127.7326,2026-01-06,3.0,8.5,-2.3,2.1,3.7,-7.3,-2.9,0.0,0.0,0.0,0.0,4.76,9.1,305.0,11.87,2.2,35726.59,32400.0,32.0,45.0,17.0,-13.6,-12.1,-16.9,1022.5,3.4
34.7491,127.6789,2024-08-14,51.0,32.2,24.2,28.1,37.3,28.7,32.9,0.1,0.1,0.0,1.0,4.29,9.7,87.0,24.79,5.3,48573.54,46800.0,79.0,95.0,53.0,23.7,25.4,21.4,1008.1,29.9
34.7491,127.6789,2025-06-24,65.0,22.1,19.7,20.9,25.0,20.2,22.6,33.1,33.1,0.0,11.0,6.5,13.5,78.0,5.82,1.05,52146.92,0.0,95.0,99.0,86.0,20.0,21.5,18.0,1007.3,21.1
34.7491,127.6789,2025-07-08,3.0,33.0,25.2,28.6,36.2,28.1,32.0,0.0,0.0,0.0,0.0,6.23,14.4,105.0,25.15,6.0,51753.13,47126.63,69.0,89.0,52.0,22.1,23.5,20.0,1007.6,31.8
34.7543,127.707,2026-03-14,3.0,11.2,2.3,6.7,9.1,-1.4,3.4,0.0,0.0,0.0,0.0,3.74,9.1,23.0,19.81,2.8,42833.04,39774.8,59.0,73.0,39.0,-1.2,2.8,-3.0,1028.8,8.6
34.7611,127.6351,2025-03-25,3.0,22.2,7.5,14.7,19.2,6.2,12.3,0.0,0.0,0.0,0.0,8.25,15.5,239.0,21.57,4.39,44315.47,40605.86,66.0,98.0,38.0,7.5,8.8,4.7,1003.9,16.9
34.7611,127.6351,2025-04-29,3.0,17.5,8.1,13.5,16.3,5.9,11.1,0.0,0.0,0.0,0.0,6.86,13.5,186.0,25.1,4.14,48682.37,45901.81,58.0,70.0,46.0,5.3,8.6,1.5,1013.8,17.2
34.7611,127.6351,2026-02-24,63.0,6.6,2.8,4.1,1.5,-2.6,-1.3,20.7,20.7,0.0,12.0,7.79,14.4,45.0,1.61,1.16,40500.84,0.0,62.0,94.0,18.0,-4.3,2.7,-16.4,1022.0,4.8
34.7647,127.6633,2024-05-04,51.0,22.5,9.9,17.0,23.4,8.1,16.4,0.1,0.1,0.0,1.0,4.17,8.7,105.0,24.32,4.37,49260.64,42529.8,70.0,83.0,53.0,11.2,14.6,6.8,1017.6,16.7
34.7647,127.6633,2024-06-24,51.0,26.5,22.2,24.1,29.1,24.2,26.4,0.7,0.7,0.0,4.0,7.21,14.5,232.0,19.94,3.7,52147.79,27319.62,86.0,96.0,78.0,21.6,22.4,20.2,1004.6,24.8
34.7647,127.6633,2024-07-11,53.0,25.0,21.9,23.5,29.0,23.8,26.9,1.4,1.4,0.0,7.0,4.66,8.4,255.0,13.3,2.56,51585.03,10314.67,90.0,96.0,82.0,21.7,22.5,20.6,1002.4,24.4
34.7647,127.6633,2025-11-08,61.0,18.0,12.9,15.1,16.2,9.8,13.0,9.1,9.1,0.0,9.0,5.91,12.7,50.0,6.26,1.81,37986.64,13586.31,74.0,96.0,57.0,10.4,13.9,8.0,1022.1,15.4
34.7986,126.4294,2024-01-06,3.0,7.3,0.9,4.1,3.2,-2.6,0.3,0.0,0.0,0.0,0.0,4.79,9.4,349.0,10.36,1.22,35709.3,28744.06,78.0,96.0,54.0,0.3,4.8,-2.0,1022.8,5.8
34.7986,126.4294,2024-03-01,3.0,3.5,-1.9,0.1,-2.3,-9.2,-7.4,0.0,0.0,0.0,0.0,10.51,19.2,342.0,12.95,1.78,41195.91,32582.73,59.0,79.0,50.0,-7.0,0.3,-9.6,1025.4,3.6
34.7986,126.4294,2024-08-19,51.0,32.8,23.8,28.2,38.0,28.3,33.5,0.7,0.7,0.0,5.0,4.55,8.7,111.0,22.64,4.84,48001.13,46690.96,81.0,96.0,59.0,24.3,26.7,22.7,1007.9,28.7
34.7986,126.4294,2025-02-08,71.0,-2.0,-8.0,-4.2,-6.5,-12.5,-8.9,0.1,0.0,0.07,1.0,5.82,10.5,3.0,13.98,0.95,38591.7,25200.0,82.0,86.0,77.0,-6.8,-4.1,-10.0,1028.7,-0.1
34.7986,126.4294,2025-03-21,0.0,16.6,7.4,11.0,14.5,4.0,8.0,0.0,0.0,0.0,0.0,5.47,12.0,232.0,21.25,3.29,43788.54,41124.84,69.0,87.0,49.0,5.3,6.9,3.0,1016.0,10.5
34.802,126.4238,2024-11-29,51.0,11.4,6.2,8.4,4.8,0.9,2.4,1.6,1.6,0.0,9.0,10.08,21.0,304.0,8.34,2.45,36092.78,29455.87,60.0,72.0,44.0,0.8,2.9,-2.0,1014.2,8.0
34.802,126.4238,2025-02-18,3.0,3.3,0.5,1.8,-3.9,-5.8,-5.0,0.0,0.0,0.0,0.0,8.56,17.6,338.0,12.92,2.31,39764.27,28060.26,48.0,57.0,38.0,-8.1,-6.8,-10.0,1027.9,3.1
34.802,126.4238,2025-10-09,51.0,27.5,20.5,23.2,30.0,20.5,25.4,0.3,0.3,0.0,3.0,3.9,7.2,110.0,13.54,2.94,41563.08,26275.38,76.0,93.0,55.0,18.6,20.6,15.9,1017.8,23.5
34.803,126.393,2024-04-04,51.0,15.3,9.6,12.3,13.8,8.2,10.9,0.4,0.4,0.0,3.0,4.24,7.2,236.0,10.27,1.67,45648.82,12133.73,85.0,96.0,76.0,9.7,11.6,7.8,1014.3,13.1
34.803,126.393,2024-07-10,65.0,25.6,22.8,24.4,28.0,24.6,26.2,26.9,26.9,0.0,13.0,10.87,20.0,247.0,14.97,2.84,51659.92,25662.22,89.0,95.0,84.0,22.5,24.0,21.1,1001.7,25.0
34.803,126.393,2025-05-09,63.0,17.9,13.4,15.7,17.0,10.2,13.2,23.5,23.5,0.0,20.0,11.09,20.4,143.0,4.36,0.95,49767.73,0.0,91.0,98.0,65.0,14.2,16.8,9.4,1004.6,15.3
34.803,126.393,2025-11-07,3.0,21.5,8.4,14.2,20.8,6.8,13.0,0.0,0.0,0.0,0.0,3.7,7.4,34.0,13.44,2.31,38079.09,35301.9,74.0,92.0,42.0,9.1,10.7,7.2,1023.9,15.8
34.8051,126.4643,2024-12-29,3.0,8.8,3.0,5.5,3.9,-1.5,1.3,0.0,0.0,0.0,0.0,4.92,9.7,299.0,9.9,1.78,35451.0,32400.0,55.0,76.0,37.0,-3.2,-0.4,-5.0,1026.5,5.3
34.8092,126.3815,2025-07-29,3.0,35.1,24.5,29.5,41.7,29.5,34.6,0.0,0.0,0.0,0.0,2.7,7.0,70.0,25.99,5.72,50274.95,46800.0,70.0,95.0,45.0,22.9,24.1,20.9,1001.0,33.3
34.8155,126.4216,2024-10-22,63.0,21.8,16.9,19.0,24.4,16.0,19.5,17.3,17.3,0.0,15.0,7.76,13.0,323.0,5.98,1.31,39907.24,4528.51,89.0,92.0,83.0,17.1,19.2,15.1,1015.5,18.9
34.8155,126.4216,2024-12-12,3.0,7.6,0.9,4.2,2.0,-3.1,-0.4,0.0,0.0,0.0,0.0,6.03,12.9,1.0,10.63,1.68,35465.71,30284.01,62.0,75.0,47.0,-2.6,-0.9,-4.4,1025.0,5.9
34.8155,126.4216,2025-01-31,55.0,8.9,-0.2,4.0,4.7,-4.0,0.1,4.0,4.0,0.0,7.0,4.68,9.1,116.0,5.93,1.15,37694.46,9168.3,71.0,95.0,48.0,-1.0,4.7,-4.8,1025.5,1.8
34.8155,126.4216,2025-05-08,3.0,22.2,6.8,15.1,20.9,4.7,13.0,0.0,0.0,0.0,0.0,5.59,11.7,125.0,24.1,4.82,49667.19,39600.0,62.0,90.0,36.0,7.0,9.2,5.2,1016.8,15.3
34.842,128.4214,2024-12-28,3.0,4.6,-0.8,1.7,-1.2,-5.7,-3.3,0.0,0.0,0.0,0.0,6.85,13.5,317.0,10.94,1.59,35405.86,32400.0,57.0,76.0,36.0,-6.2,-2.5,-9.5,1023.1,3.1
34.842,128.4214,2025-09-23,51.0,25.8,19.4,22.4,25.9,18.8,21.8,0.1,0.1,0.0,1.0,7.0,14.6,45.0,16.12,4.12,43638.61,39467.18,68.0,76.0,61.0,16.2,18.0,13.8,1018.5,22.5
34.842,128.4214,2026-02-14,3.0,13.8,4.3,9.3,12.0,1.7,7.3,0.0,0.0,0.0,0.0,2.91,7.0,231.0,12.25,1.79,39246.48,27682.5,75.0,87.0,58.0,4.9,7.2,2.0,1017.3,8.8
34.842,128.4214,2026-03-03,53.0,11.7,6.0,8.2,6.4,1.1,3.5,1.2,1.2,0.0,3.0,8.12,17.0,24.0,13.13,2.1,41388.45,37272.67,72.0,90.0,53.0,3.2,5.4,1.5,1019.0,8.5
34.8548,128.4282,2025-11-14,0.0,17.4,9.2,12.5,14.1,5.7,9.4,0.0,0.0,0.0,0.0,4.36,8.9,6.0,13.42,2.66,37352.76,35780.91,57.0,73.0,31.0,3.7,6.4,-0.2,1019.2,12.2
34.8569,128.4405,2024-05-15,61.0,19.9,12.1,16.3,19.1,6.6,14.8,2.7,2.7,0.0,2.0,9.85,17.2,244.0,27.44,4.28,50368.18,46797.76,78.0,92.0,59.0,12.2,14.0,7.4,1011.2,18.3
34.8855,128.6248,2024-08-22,53.0,31.5,27.2,28.8,35.0,31.7,33.3,3.4,3.4,0.0,13.0,8.18,17.8,206.0,20.11,4.47,47673.05,45530.88,82.0,90.0,68.0,25.4,26.0,24.9,1007.8,28.4
34.8936,128.6922,2025-08-13,53.0,29.8,23.6,26.8,34.9,28.6,31.9,2.5,2.5,0.0,10.0,5.4,11.9,216.0,22.05,4.21,48740.86,44302.12,89.0,97.0,73.0,24.7,26.2,23.1,1014.6,26.2
34.8945,128.6413,2024-05-11,61.0,22.0,15.1,18.8,21.1,14.2,18.2,4.0,4.0,0.0,5.0,6.24,13.8,199.0,15.37,2.86,50013.0,27170.24,83.0,99.0,69.0,15.7,17.5,13.4,1015.4,17.7
34.8945,128.6413,2024-12-23,2.0,7.3,-2.3,1.6,2.5,-6.6,-2.6,0.0,0.0,0.0,0.0,4.27,9.4,315.0,11.02,1.48,35313.16,32400.0,58.0,76.0,39.0,-6.1,-3.0,-9.0,1026.1,0.3
34.9285,127.6941,2024-03-20,3.0,10.4,2.2,5.4,4.8,-2.9,0.1,0.0,0.0,0.0,0.0,7.08,15.5,307.0,21.33,3.32,43683.92,40461.18,48.0,70.0,23.0,-5.6,-1.1,-9.9,1020.3,7.9
34.9324,127.6985,2024-06-19,3.0,33.4,17.8,25.6,35.6,20.2,27.1,0.0,0.0,0.0,0.0,4.03,9.6,197.0,23.74,5.65,52229.14,38476.37,61.0,98.0,35.0,16.3,19.0,13.4,1008.8,26.7
34.9324,127.6985,2024-06-30,63.0,26.8,23.2,24.3,29.5,25.5,27.4,39.1,39.1,0.0,21.0,7.01,15.7,224.0,8.53,1.57,52105.77,3167.53,96.0,100.0,86.0,23.6,24.4,23.0,1001.1,23.8
34.9324,127.6985,2025-05-31,3.0,26.8,12.1,19.2,29.0,12.2,20.2,0.0,0.0,0.0,0.0,4.05,8.7,240.0,24.09,4.62,51601.09,43119.02,77.0,100.0,43.0,14.3,16.0,12.1,1011.5,20.9
34.9364,127.6958,2024-03-20,3.0,10.4,2.2,5.4,4.8,-2.9,0.1,0.0,0.0,0.0,0.0,7.08,15.5,307.0,21.33,3.32,43683.92,40461.18,48.0,70.0,23.0,-5.6,-1.2,-10.0,1020.3,7.8
34.9364,127.6958,2024-05-04,51.0,23.9,9.0,17.2,26.2,7.1,17.4,0.2,0.2,0.0,2.0,2.83,6.5,69.0,24.81,4.39,49306.43,43257.64,71.0,87.0,53.0,11.6,15.1,6.8,1017.7,16.3
34.9364,127.6958,2024-05-24,3.0,28.1,12.8,20.3,31.0,12.4,21.1,0.0,0.0,0.0,0.0,3.54,8.7,123.0,26.91,5.17,51156.62,46800.0,69.0,94.0,43.0,13.9,15.4,11.5,1011.9,21.1
34.9418,127.5088,2022-07-04,51.0,31.3,23.9,27.0,36.3,28.7,31.8,2.0,2.0,0.0,11.0,3.39,8.5,128.0,22.36,4.69,51999.8,42862.67,82.0,96.0,61.0,23.4,24.7,22.1,1006.3,27.6
34.9501,127.6888,2024-09-24,3.0,25.0,17.3,20.7,26.1,15.1,20.4,0.0,0.0,0.0,0.0,4.72,10.6,41.0,16.61,3.79,43475.33,31346.52,69.0,82.0,62.0,14.7,18.2,10.7,1016.1,21.6
34.9663,127.5209,2024-02-28,3.0,10.4,-1.1,4.9,7.2,-4.9,1.5,0.0,0.0,0.0,0.0,3.4,8.3,75.0,16.41,2.13,40916.57,39239.79,67.0,82.0,51.0,-1.1,2.6,-4.4,1028.8,5.3
34.9698,127.5908,2026-03-12,55.0,13.1,-0.6,6.0,10.5,-4.3,2.8,1.3,1.3,0.0,2.0,2.54,7.3,10.0,17.82,2.59,42560.2,37483.32,65.0,94.0,35.0,-1.1,3.9,-3.6,1024.8,6.8
35.0548,128.9702,2022-05-11,53.0,21.8,13.1,18.0,23.4,12.9,18.5,0.7,0.7,0.0,1.0,3.41,8.2,104.0,23.57,4.04,50008.78,41320.62,76.0,92.0,56.0,13.5,17.1,10.3,1015.3,19.7
35.0548,128.9702,2024-02-08,3.0,9.0,-1.8,3.2,6.0,-5.6,-0.2,0.0,0.0,0.0,0.0,3.05,6.6,324.0,13.5,1.58,38431.0,36561.2,74.0,90.0,50.0,-1.4,0.3,-3.2,1020.4,5.0
35.0548,128.9702,2025-07-28,1.0,33.6,25.9,29.9,39.1,31.1,34.4,0.0,0.0,0.0,0.0,3.97,10.5,107.0,26.42,6.03,50439.05,46800.0,66.0,90.0,45.0,22.4,24.0,19.6,1004.1,33.0
35.0629,128.0745,2024-03-21,3.0,11.7,-2.8,4.5,9.4,-6.3,1.2,0.0,0.0,0.0,0.0,2.64,6.6,92.0,21.71,2.9,43819.02,40198.01,55.0,89.0,23.0,-5.3,2.0,-10.3,1019.2,6.2
35.0629,128.0745,2026-03-01,3.0,13.4,3.2,7.9,9.7,-0.2,4.0,0.0,0.0,0.0,0.0,5.27,10.2,40.0,10.31,2.08,41108.03,25306.21,67.0,90.0,46.0,1.8,3.0,0.9,1023.8,8.5
35.0759,129.0719,2024-01-18,63.0,12.8,8.3,10.8,11.7,1.8,7.2,15.1,15.1,0.0,19.0,10.4,16.7,354.0,1.35,0.66,36356.7,0.0,88.0,94.0,82.0,8.9,11.2,5.4,1021.2,9.0
35.0812,128.9039,2025-04-03,51.0,14.1,2.5,8.8,11.3,-0.5,5.9,0.4,0.4,0.0,2.0,4.24,8.7,62.0,17.83,2.73,45507.88,41401.4,70.0,93.0,39.0,2.9,4.8,-0.1,1020.0,11.0
35.0812,128.9039,2025-08-10,65.0,28.0,22.0,24.3,33.5,25.7,28.8,58.4,58.4,0.0,19.0,2.86,8.1,51.0,11.22,2.31,49115.22,19933.95,90.0,99.0,76.0,22.5,23.6,21.2,1001.9,24.6
35.0812,128.9039,2026-02-27,61.0,10.7,6.0,8.3,7.8,3.2,5.4,6.0,6.0,0.0,12.0,4.27,8.1,27.0,5.14,0.92,40849.16,14.95,83.0,94.0,71.0,5.5,6.8,2.7,1015.3,8.7
35.0821,128.0882,2025-08-13,61.0,30.0,22.4,26.2,34.4,26.5,31.1,3.4,3.4,0.0,8.0,6.2,12.3,205.0,21.34,4.12,48782.32,42639.92,90.0,100.0,72.0,24.3,25.8,22.4,1014.4,25.5
35.0884,128.815,2024-10-11,3.0,22.9,13.4,17.9,24.6,13.3,18.4,0.0,0.0,0.0,0.0,2.23,4.9,25.0,16.6,2.89,41255.08,39032.69,79.0,93.0,54.0,13.9,15.8,12.3,1017.8,18.9
35.0912,129.0415,2025-08-13,53.0,29.4,24.2,26.9,35.0,28.8,32.1,4.2,4.2,0.0,14.0,5.78,13.0,224.0,21.87,4.11,48782.32,45581.01,89.0,98.0,79.0,25.0,25.9,23.7,1014.6,26.8
35.0912,129.0415,2025-10-15,51.0,23.7,19.8,21.7,24.2,19.8,21.8,0.1,0.1,0.0,1.0,6.26,14.3,54.0,13.73,3.01,40777.39,34855.49,78.0,88.0,65.0,17.5,19.6,16.4,1019.1,21.2
35.0985,129.0309,2024-10-20,3.0,17.3,13.6,15.6,13.3,7.9,10.5,0.0,0.0,0.0,0.0,10.33,19.6,52.0,8.15,3.33,40115.68,17510.69,62.0,68.0,54.0,8.3,10.4,6.1,1028.4,17.1
35.0985,129.0309,2026-01-12,3.0,5.4,-6.3,-0.8,-0.5,-11.3,-5.4,0.0,0.0,0.0,0.0,6.82,15.2,288.0,11.75,1.41,35968.5,32400.0,53.0,79.0,33.0,-9.4,-0.5,-14.9,1021.0,-0.8
35.099,129.0274,2025-02-04,1.0,-0.4,-6.8,-3.9,-7.8,-12.8,-10.5,0.0,0.0,0.0,0.0,7.52,17.4,306.0,14.96,1.72,38067.46,36831.96,47.0,57.0,29.0,-13.7,-11.9,-16.4,1016.9,0.9
35.0994,128.9919,2024-01-17,51.0,9.2,-2.0,3.9,7.2,-5.4,1.2,0.5,0.5,0.0,2.0,2.35,5.1,342.0,4.31,0.64,36278.66,8150.64,82.0,92.0,67.0,0.9,6.8,-3.3,1027.1,3.8
35.1168,129.0395,2025-11-25,51.0,13.6,6.9,10.1,10.9,1.9,6.3,0.5,0.5,0.0,3.0,7.04,15.8,295.0,9.85,2.17,36318.9,33927.95,63.0,86.0,39.0,2.9,9.9,-2.2,1014.4,11.5
35.1204,129.1124,2024-02-28,3.0,10.1,2.2,6.2,5.9,-2.4,2.0,0.0,0.0,0.0,0.0,5.95,10.0,38.0,14.84,2.22,40902.86,39600.0,64.0,71.0,54.0,-0.1,2.9,-3.0,1029.0,6.1
35.1204,129.1124,2024-03-23,63.0,19.0,11.9,15.1,20.0,8.0,13.3,7.3,7.3,0.0,4.0,10.4,16.8,234.0,20.35,3.18,44087.75,39600.0,84.0,93.0,66.0,12.3,14.2,9.9,1014.2,16.6
35.1204,129.1124,2025-07-29,3.0,32.5,26.2,29.2,36.8,30.6,33.3,0.0,0.0,0.0,0.0,4.0,10.7,74.0,26.82,6.11,50347.21,46800.0,69.0,88.0,48.0,22.5,24.4,20.0,1002.1,32.6
35.1228,126.9148,2024-09-28,3.0,29.2,17.4,22.4,31.7,18.7,24.7,0.0,0.0,0.0,0.0,2.34,4.4,89.0,17.3,3.39,42952.14,39791.42,77.0,96.0,46.0,17.7,19.9,16.2,1016.4,23.5
35.1232,126.8621,2024-01-27,3.0,5.3,-4.2,-0.4,1.1,-8.1,-4.2,0.0,0.0,0.0,0.0,3.72,8.2,2.0,12.32,1.25,37161.01,35421.06,77.0,92.0,55.0,-4.3,-2.8,-5.6,1027.8,0.2
35.1258,126.8973,2025-12-06,3.0,9.8,-4.4,2.2,6.2,-8.5,-1.4,0.0,0.0,0.0,0.0,4.1,9.3,149.0,10.31,1.32,35621.79,28893.75,66.0,91.0,46.0,-3.9,3.2,-10.9,1023.2,0.5
35.1258,126.8973,2026-02-08,3.0,-4.9,-9.2,-6.8,-9.1,-14.3,-11.8,0.0,0.0,0.0,0.0,5.39,12.8,340.0,14.9,0.88,38499.83,36000.0,73.0,83.0,65.0,-10.8,-8.6,-12.4,1029.3,-0.6
35.1272,126.8791,2024-05-08,61.0,19.6,11.1,14.2,18.4,9.6,13.0,8.3,8.3,0.0,10.0,3.88,8.3,30.0,18.11,3.15,49763.66,32400.0,71.0,93.0,39.0,8.5,11.8,5.2,1016.4,14.9
35.1272,126.8791,2025-09-13,65.0,27.0,22.5,24.5,31.5,26.1,28.3,23.6,23.6,0.0,14.0,5.51,14.8,217.0,10.36,2.01,44951.42,16706.55,92.0,99.0,79.0,22.9,24.3,21.7,1008.1,24.5
