매장,매장명,지역,형태,폐점여부,오픈일,평수,실평수,창고,계약면적(㎡),진열평수,신주소,위도,경도,매장인원,입고도우미PO,일평균매출,일평균물동량
11184,대구침산점,경북팀,직영점,영업,2025-06-20,253.1,240.1,13.0,1158.76,234.1,대구광역시 북구 침산로 148 (침산동) ,35.8895,128.5915,9.3,0.5,10423357.142857144,208.0
10646,대구테크노폴리스점,대구팀,직영점,영업,2016-10-21,381.0,349.0,32.0,1323.0,336.0,대구광역시 달성군 현풍읍 테크노대로 32 ,35.6888,128.4504,12.2,1.1,14697500.0,294.0
11017,대구화원점,대구팀,직영점,영업,2022-06-17,296.0,233.0,63.0,998.2,213.0,대구광역시 달성군 화원읍 성화로 2 ,35.8011,128.4926,9.6,0.5,10726446.42857143,215.0
10750,대구효신네거리2호점,대구팀,직영점,영업,2018-02-17,345.0,330.0,15.0,1275.0,301.0,대구광역시 수성구 화랑로 82 (만촌동) ,35.8719,128.6359,8.2,0.5,10941571.42857143,219.0
10712,대림2호점,신촌팀,직영점,영업,2017-09-23,303.0,286.0,17.0,1225.0,257.0,서울특별시 영등포구 도림로 157 (대림동) ,37.4946,126.899,11.2,0.5,12268142.857142856,245.0
11022,대림썬프라자점,신촌팀,직영점,영업,2022-07-29,282.0,260.0,22.0,1070.6,254.0,서울특별시 영등포구 신길로 39(대림동) ,37.496,126.9078,6.6,0.6,7204839.285714285,144.0
10478,대방남부점,관악팀,직영점,영업,2013-01-29,121.0,116.0,5.0,502.0,112.0,서울특별시 동작구 노량진로 4 (대방동) ,37.5124,126.9262,9.5,0.5,9083625.0,182.0
10386,대방점,관악팀,직영점,영업,2012-02-14,228.0,219.0,9.0,1078.0,192.0,서울특별시 동작구 여의대방로 190 (대방동) ,37.5038,126.9222,8.9,0.9,7821732.142857143,156.0
10665,대전가수원점,대전팀,직영점,영업,2017-03-04,220.7,208.0,12.7,999.0,195.0,대전광역시 서구 계백로 1135 (가수원동) ,36.3048,127.3495,9.5,0.8,11003500.0,220.0
10816,대전가오점,대전팀,직영점,영업,2018-06-30,184.0,166.0,18.0,574.0,160.0,대전광역시 동구 대전로 417 (가오동) ,36.3037,127.4542,8.6,0.5,9863642.857142856,197.0
10812,대전갈마2호점,대전팀,직영점,영업,2018-06-19,311.0,300.0,11.0,986.0,271.0,대전광역시 서구 신갈마로 187 (갈마동) ,36.3504,127.3677,10.3,0.9,11296035.714285716,226.0
10990,대전관평점,대전팀,직영점,영업,2021-12-23,249.0,225.0,24.0,1966.9,212.0,대전광역시 유성구 테크노중앙로 47(관평동) ,36.4271,127.391,14.5,0.8,17721392.85714286,354.0
11102,대전괴정점,대전팀,직영점,영업,2024-04-18,357.0,337.0,20.0,1894.12,329.0,대전광역시 서구 괴정로 30 (괴정동) ,36.3404,127.3776,10.6,0.5,13072767.857142856,261.0
11182,대전구암점,대전팀,직영점,영업,2025-06-28,302.0,242.0,60.0,997.59,220.0,대전광역시 유성구 유성대로 707 (구암동) ,36.3568,127.331,6.4,0.0,9146767.857142856,183.0
11123,대전노은3지구점,대전팀,직영점,영업,2024-06-20,229.0,191.0,38.0,765.86,178.0,대전광역시 유성구 지족로148번길 39-27 (지족동) ,36.3786,127.3057,4.0,0.3,4388285.714285715,88.0
10234,대전노은점,대전팀,직영점,영업,2010-04-23,300.0,263.0,37.0,1117.54,241.0,대전광역시 유성구 은구비남로33번길 59 (지족동) ,36.3748,127.3191,9.2,0.5,9352214.285714284,187.0
10841,대전도마2호점,대전팀,직영점,영업,2018-09-21,313.0,300.0,13.0,1455.33,285.0,대전광역시 서구 제비네1길 4 (도마동) ,36.3164,127.3783,9.2,0.5,10020642.857142856,200.0
10382,대전둔산타임월드점,대전팀,직영점,영업,2012-01-20,278.0,270.0,8.0,1290.0,250.0,대전 서구 둔산로 25 (둔산동) ,36.3521,127.3769,10.6,0.8,13876571.42857143,278.0
10869,대전문화점,대전팀,직영점,영업,2019-02-16,322.0,294.0,28.0,1077.44,272.0,대전광역시 중구 문화로 210 (문화동) ,36.3154,127.4083,8.2,0.5,8902553.57142857,178.0
10725,대전반석점,대전팀,직영점,영업,2017-09-15,324.0,300.0,24.0,1058.0,292.0,대전광역시 유성구 북유성대로316번길 11 (반석동) ,36.3933,127.3144,10.5,0.8,10497732.142857144,210.0
10504,대전배재대점,대전팀,직영점,영업,2013-05-20,128.0,119.0,9.0,471.0,110.0,대전광역시 서구 배재로172번길 3 (도마동) ,36.3239,127.3705,5.7,0.3,5887428.571428572,118.0
10626,대전본점,대전팀,직영점,영업,2016-10-29,540.0,508.0,32.0,2640.0,472.0,대전광역시 동구 동서대로1695번길 8 (용전동) ,36.3501,127.438,21.0,2.2,24084535.714285713,482.0
10782,대전시청점,대전팀,직영점,영업,2018-03-07,363.0,313.0,50.0,1965.0,277.0,대전광역시 서구 둔산중로32번길 47 (둔산동) ,36.3497,127.3895,11.9,0.5,15900107.142857144,318.0
10250,대전오류점,대전팀,직영점,영업,2010-07-06,175.0,168.0,7.0,950.0,155.0,대전광역시 중구 계백로 1693 (오류동) ,36.3214,127.4076,6.1,0.3,7214464.285714285,144.0
10195,대전용문점,대전팀,직영점,영업,2009-07-21,222.0,218.0,4.0,898.0,198.0,대전광역시 서구 계룡로 622 (용문동) ,36.3394,127.3913,12.2,0.8,14367928.57142857,287.0
10698,대전유성온천역점,대전팀,직영점,영업,2017-08-20,283.0,274.0,9.0,1067.0,247.0,대전광역시 유성구 대학로 10 (봉명동) ,36.3545,127.3422,12.2,1.1,13530482.142857144,271.0
11177,대전중리본점,대전팀,직영점,영업,2025-06-14,505.0,390.0,115.0,1607.61,354.0,대전광역시 대덕구 한밭대로 1154 (중리동) ,36.3586,127.4267,15.8,0.0,21209785.714285713,424.0
10065,대전중앙로역점,대전팀,직영점,영업,2007-02-16,71.0,71.0,0.0,213.0,67.0,대전광역시 중구 중앙로 지하145(대흥동) 신지하상가 B특1호,36.328,127.4241,8.8,1.1,10223518.51851852,204.0
10624,대전중촌네거리점,대전팀,직영점,영업,2016-07-03,807.0,522.0,285.0,0.0,479.0,대전광역시 중구 대종로 625 (중촌동) ,36.3367,127.4154,15.3,1.1,17727446.42857143,355.0
10486,대전태평점,대전팀,직영점,영업,2013-02-20,280.0,256.0,24.0,1073.65,243.0,"대전광역시 중구 태평로 80 (태평동, 삼부아파트1단지) ",36.3246,127.3949,9.9,0.8,11858607.142857144,237.0
10955,대지시장점,강북팀,직영점,영업,2021-04-13,195.0,180.0,15.0,852.0,167.0,서울특별시 강북구 솔샘로 239 (미아동) ,37.62,127.0194,9.2,0.8,9783142.857142856,196.0
11121,대치역사거리점,강남팀,직영점,영업,2024-06-28,160.0,146.0,14.0,1139.96,140.0,서울특별시 강남구 삼성로 155 (대치동) ,37.4939,127.063,5.7,0.7,9593892.857142856,192.0
10875,대학로점,종로팀,직영점,영업,2019-04-20,200.0,185.0,15.0,634.7,151.0,서울특별시 종로구 대학로 138-2 (혜화동) ,37.5835,127.0019,11.5,0.5,14980571.42857143,300.0
71621,더제이마트위례점,강동팀,유통행사,영업,2018-11-09,21.8,20.8,1.0,0.0,16.8,경기 성남시 수정구 위례동로 135-6 ,37.4731,127.1498,0.0,0.0,,
10529,덕소점,구리팀,직영점,영업,2013-11-07,230.0,221.0,9.0,748.0,210.0,경기도 남양주시 와부읍 덕소로97번길 9 ,37.5861,127.2133,9.6,0.9,10335285.714285716,207.0
10798,도곡점,강남팀,직영점,영업,2018-03-30,120.0,110.0,10.0,354.0,99.0,서울특별시 강남구 도곡로 188 (도곡동) ,37.4918,127.04,5.5,0.5,5984732.142857143,120.0
10999,도농역점,구리팀,직영점,영업,2022-04-28,210.0,194.0,16.0,701.43,188.0,경기도 남양주시 경춘로 433(다산동) ,37.6088,127.1612,5.3,0.6,8332750.0,167.0
10241,독산점,관악팀,직영점,영업,2010-05-31,158.0,150.0,8.0,552.0,130.0,서울특별시 금천구 시흥대로 403 (독산동) ,37.4698,126.8975,12.0,1.2,11650232.142857144,233.0
11226,돌곶이역점,종로팀,직영점,영업,2026-02-04,222.0,192.0,30.0,0.0,179.0,"서울특별시 성북구 화랑로 265 (장위동, H하우스 장위) ",37.6118,127.0582,12.2,0.5,13879321.42857143,278.0
10512,동광양점,전남팀,직영점,영업,2013-07-18,220.0,200.0,20.0,729.0,187.0,전라남도 광양시 광장로 142-8 (중동) ,34.9364,127.6958,11.6,0.8,13669178.57142857,273.0
10394,동광주점,전남팀,직영점,영업,2012-03-07,179.0,173.0,6.0,594.21,155.0,광주광역시 북구 동문대로 183 (두암동) ,35.1788,126.929,9.2,0.4,10368071.42857143,207.0
10902,동대구역점,대구팀,직영점,영업,2019-07-17,421.0,396.0,25.0,1218.82,381.0,대구광역시 동구 동대구로 지하 530 (신천동) 동대구역 1호선 지하상가 1호,35.8774,128.6273,12.5,1.1,16573250.0,331.0
10543,동대문점,종로팀,직영점,영업,2014-05-30,80.0,75.0,5.0,360.0,73.0,서울특별시 종로구 율곡로 309 (창신동) ,37.5703,127.01,6.3,0.3,7740160.714285715,155.0
11180,동두천상패점,강북팀,직영점,영업,2025-06-14,268.0,252.0,16.0,922.5,246.0,경기도 동두천시 삼육사로 805 (상패동) ,37.9057,127.0422,8.9,0.5,10215339.285714284,204.0
10634,동두천지행점,강북팀,직영점,영업,2016-08-27,362.0,342.0,20.0,1241.0,322.0,경기도 동두천시 지행로 67 (지행동) ,37.8927,127.0547,20.0,1.3,20911071.42857143,418.0
10619,동묘점,종로팀,직영점,영업,2016-06-17,320.0,267.3,52.7,1969.0,252.3,"서울특별시 종로구 종로 347 (숭인동, 롯데캐슬 천지인) ",37.5741,127.016,17.3,0.9,21498714.285714287,430.0
11062,동탄그랑파사쥬점,수원팀,직영점,영업,2023-06-30,335.0,310.0,25.0,2808.03,302.0,경기도 화성시 동탄대로5길 15 (송동) ,37.1661,127.1051,10.5,0.5,14316767.857142856,286.0
11145,동탄목동점,수원팀,직영점,영업,2024-10-31,395.0,363.0,32.0,1459.9,348.0,경기도 화성시 왕배산길 7 (목동) ,37.1818,127.1229,10.0,0.6,13522142.857142856,270.0
11002,동탄반송점,수원팀,직영점,영업,2022-02-26,304.0,278.0,26.0,990.2,256.0,경기도 화성시 10용사3길 21(반송동) ,37.1933,127.067,8.5,0.5,9143803.57142857,183.0
11197,동탄역점,수원팀,직영점,영업,2025-09-13,353.0,292.0,61.0,0.0,284.0,경기 화성시 동탄역로 102 ,37.1959,127.0982,8.0,0.6,10142017.857142856,203.0
10212,동탄점,수원팀,직영점,영업,2009-12-15,140.0,140.0,0.0,881.0,129.0,경기도 화성시 동탄반석로 134 (반송동) ,37.201,127.0714,7.5,0.4,8845142.857142856,177.0
10489,동해천곡점,강릉속초팀,직영점,영업,2013-03-16,224.6,218.6,6.0,925.23,205.6,강원도 동해시 한섬로 113-7 (천곡동) ,37.5223,129.1159,13.8,0.8,17705250.0,354.0
10751,둔촌동역점,강동팀,직영점,영업,2018-05-12,420.0,395.0,25.0,1578.0,387.0,서울특별시 강동구 양재대로 1355 (성내동) ,37.5274,127.1356,18.3,1.2,21280642.85714286,426.0
11133,뚝섬역점,종로팀,직영점,영업,2024-08-31,141.0,130.0,11.0,1305.92,126.0,서울특별시 성동구 아차산로 6 (성수동1가) ,37.5477,127.0451,7.5,0.5,11039732.142857144,221.0
71792,롯데던던동대문점,종로팀,유통점,영업,2024-09-27,491.0,457.0,34.0,2212.6,449.0,서울특별시 중구 을지로 264 (을지로6가) ,37.5658,127.0071,33.2,1.7,,
71478,롯데마트거제점,창원팀,유통점,영업,2015-02-25,22.0,20.0,2.0,0.0,0.0,"경상남도 거제시 서간도길 9-9 (옥포동, 거제엘크루랜드마크,롯데마트) ",34.8875,128.6918,0.7,0.0,,
71028,롯데마트검단점,북인천팀,유통점,영업,2009-12-24,58.0,58.0,0.0,0.0,54.0,인천광역시 서구 원당대로 581 (마전동) ,37.5945,126.6646,1.0,0.0,,
71585,롯데마트경기양평점,구리팀,유통점,영업,2018-03-13,75.0,71.4,3.6,0.0,67.4,경기도 양평군 양평읍 남북로 76 ,37.4895,127.5027,4.7,0.0,,
71359,롯데마트계양점,북인천팀,유통점,영업,2012-09-12,50.0,50.0,0.0,0.0,46.0,인천광역시 계양구 장제로 822 (계산동) ,37.5408,126.736,0.0,0.0,,
71118,롯데마트고양점,일산팀,유통점,영업,2010-08-03,804.3,760.9,43.4,0.0,752.9,경기도 고양시 덕양구 충장로 150 (행신동) ,37.6252,126.8361,12.8,1.1,,
70658,롯데마트군산점,전북팀,유통점,영업,2007-02-23,250.0,220.0,30.0,825.0,214.0,전라북도 군산시 수송로 185 (수송동) ,35.9648,126.7164,6.2,0.8,,
71764,롯데마트권선점,수원팀,유통점,영업,2023-09-05,80.0,80.0,0.0,0.0,76.0,경기도 수원시 권선구 동수원로 232 (권선동) ,37.2503,127.0347,2.4,0.0,,
70086,롯데마트금천점,관악팀,유통점,영업,2018-12-13,97.0,92.0,5.0,320.0,88.0,서울특별시 금천구 시흥대로 315 (독산동) ,37.461,126.8963,3.0,0.0,,
71545,롯데마트김천점,경북팀,유통점,영업,2017-04-13,119.0,113.0,6.0,393.0,109.0,경상북도 김천시 시청로 80 (신음동) ,36.136,128.1178,1.0,0.0,,
71271,롯데마트김포공항점,일산팀,유통점,영업,2022-08-06,84.0,78.0,6.0,0.0,74.0,서울특별시 강서구 하늘길 지하 77 (방화동) ,37.5623,126.8013,2.2,0.5,,
71569,롯데마트김포한강점,일산팀,유통점,영업,2017-09-15,30.0,30.0,0.0,0.0,26.0,"경기도 김포시 김포한강2로 41 (장기동, e편한세상 캐널시티) ",37.6413,126.6776,1.3,0.0,,
71426,롯데마트김해점,서부산팀,유통점,영업,2013-08-28,814.0,783.0,31.0,2686.2,775.0,경상남도 김해시 김해대로 2330 (부원동) ,35.2255,128.882,19.2,1.3,,
71323,롯데마트나주점,전남팀,유통점,영업,2012-05-03,59.2,54.2,5.0,0.0,50.2,전라남도 나주시 내동길 15 (송월동) ,35.0132,126.7129,0.0,0.0,,
71559,롯데마트남악점,전남팀,유통점,영업,2017-06-24,20.0,20.0,0.0,0.0,16.0,전라남도 무안군 삼향읍 남악로162번길 80 ,34.8036,126.4647,0.0,0.0,,
71386,롯데마트남원점,전북팀,유통점,영업,2012-12-13,40.0,39.0,1.0,0.0,35.0,전라북도 남원시 춘향로 96 (향교동) ,35.4233,127.3925,0.0,0.0,,
70873,롯데마트당진점,충남팀,유통점,영업,2008-11-13,49.0,49.0,0.0,0.0,45.0,충청남도 당진시 정안로 20 (원당동) ,36.9058,126.6463,3.1,0.0,,
71110,롯데마트대구점,대구팀,유통점,영업,2010-07-15,48.3,47.3,1.0,0.0,43.3,대구광역시 동구 안심로 80 (율하동) ,35.8685,128.6933,2.8,0.0,,
70735,롯데마트대덕테크노점,대전팀,유통점,영업,2007-11-15,40.0,38.0,2.0,0.0,34.0,대전광역시 유성구 테크노중앙로 14 (관평동) ,36.4269,127.387,0.3,0.0,,
70865,롯데마트대전노은점,대전팀,유통점,영업,2008-10-23,80.0,73.0,7.0,0.0,69.0,대전광역시 유성구 북유성대로 206 (하기동) ,36.3844,127.3215,1.0,0.0,,
71083,롯데마트덕소점,구리팀,유통행사,영업,2010-06-01,70.0,68.0,2.0,0.0,64.0,경기도 남양주시 와부읍 월문천로 33 롯데마트 덕소점 ,37.5847,127.214,2.0,0.0,,
70999,롯데마트동두천점,강북팀,유통점,영업,2018-01-20,80.0,74.4,5.6,0.0,70.4,경기도 동두천시 평화로2169번길 21 (송내동) ,37.8809,127.0531,1.0,0.0,,
70818,롯데마트동래점,동부산팀,유통점,영업,2008-05-29,164.0,155.2,8.8,541.0,149.2,부산광역시 동래구 중앙대로 1393 (온천동) ,35.2117,129.0775,6.3,0.2,,
70172,롯데마트마산점,창원팀,유통점,영업,2002-11-25,42.0,42.0,0.0,0.0,38.0,경상남도 창원시 마산합포구 신마산시장길 33 (창포동3가) ,35.1813,128.5607,2.4,0.0,,
71168,롯데마트마석점,구리팀,유통점,영업,2010-11-25,24.0,22.0,2.0,0.0,18.0,경기도 남양주시 화도읍 경춘로 1992 ,37.6501,127.3093,1.0,0.0,,
71753,롯데마트맥스금천점,관악팀,유통점,영업,2023-05-27,214.0,204.0,10.0,706.0,198.0,서울특별시 금천구 두산로 71 (독산동) ,37.4707,126.8956,8.0,0.6,,
71721,롯데마트맥스목포점,전남팀,유통점,영업,2022-01-27,62.0,62.0,0.0,204.6,58.0,전라남도 목포시 원형서로 15(상동) ,34.7972,126.4295,1.1,0.1,,
71720,롯데마트맥스상무점,전남팀,유통점,영업,2022-01-21,193.0,181.0,12.0,637.0,175.0,광주광역시 서구 시청로 40(치평동) ,35.1524,126.8524,6.8,0.3,,
71799,롯데마트맥스창원중앙점,창원팀,유통점,영업,2024-11-23,555.4,512.0,43.4,1832.8,504.0,경상남도 창원시 성산구 중앙대로 123 (중앙동) ,35.2256,128.6803,18.1,1.3,,
71222,롯데마트부산점,서부산팀,유통점,영업,2011-04-27,116.0,116.0,0.0,383.0,112.0,부산광역시 부산진구 신천대로 241 (부암동) ,35.1633,129.0493,2.0,0.0,,
70281,롯데마트부평역점,남인천팀,유통점,영업,2004-06-25,38.0,38.0,0.0,0.0,34.0,인천광역시 부평구 광장로 16 (부평동) ,37.4896,126.7234,1.0,0.0,,
70655,롯데마트부평점,남인천팀,유통점,영업,2006-12-22,60.0,57.0,3.0,0.0,53.0,인천광역시 부평구 마장로 296 (산곡동) ,37.505,126.7041,2.3,0.3,,
70602,롯데마트사상점,서부산팀,유통점,영업,2006-05-18,27.6,26.6,1.0,0.0,22.6,부산광역시 사상구 낙동대로 733 (엄궁동) ,35.1276,128.9684,1.0,0.0,,
70061,롯데마트사하점,서부산팀,유통점,영업,2001-04-20,21.1,20.1,1.0,0.0,0.0,부산광역시 사하구 을숙도대로 610 (장림동) ,35.0848,128.9723,0.0,0.0,,
71085,롯데마트삼계점,창원팀,유통점,영업,2010-06-01,10.0,10.0,0.0,0.0,0.0,경상남도 창원시 마산회원구 내서읍 경남대로 927 ,35.233,128.5041,0.0,0.0,,
70767,롯데마트삼산점,남인천팀,유통점,영업,2007-12-13,155.0,148.7,6.3,512.0,142.7,인천광역시 부평구 체육관로 14 (삼산동) ,37.5084,126.7331,8.2,0.5,,
71161,롯데마트삼양점,강북팀,유통점,영업,2011-10-07,23.0,23.0,0.0,0.0,0.0,서울특별시 강북구 삼양로 247 (미아동) ,37.6255,127.0177,1.7,0.0,,
71089,롯데마트상당점,충북팀,유통점,영업,2010-06-01,39.0,32.0,7.0,0.0,28.0,충청북도 청주시 상당구 용암북로160번길 60 (용암동) ,36.6204,127.5161,0.7,0.0,,
71384,롯데마트상록수점,안산팀,유통점,영업,2012-11-29,160.0,149.0,11.0,528.0,143.0,"경기도 안산시 상록구 반석로 8 (본오동, 한양아파트) ",37.2958,126.861,3.1,0.1,,
70087,롯데마트서대전점,대전팀,유통점,영업,2001-12-27,806.0,695.0,111.0,2660.0,687.0,대전광역시 유성구 유성대로 26-37 (원내동) ,36.3005,127.3248,16.0,1.1,,
70709,롯데마트서산점,충남팀,유통점,영업,2007-06-30,30.0,29.0,1.0,0.0,25.0,충청남도 서산시 충의로 27 (예천동) ,36.7737,126.4383,0.0,0.0,,
71546,롯데마트서울양평점,신촌팀,유통점,영업,2017-04-27,54.0,50.0,4.0,0.0,46.0,서울특별시 영등포구 선유로 138 (양평동3가) ,37.5261,126.8916,0.0,0.0,,
71603,롯데마트서울역점,종로팀,유통점,영업,2018-04-01,131.1,125.5,5.6,433.0,121.5,서울특별시 중구 청파로 426 (봉래동2가) ,37.5574,126.9695,6.7,0.7,,
71661,롯데마트서초점,강남팀,유통점,영업,2019-07-15,55.0,55.0,0.0,0.0,51.0,"서울특별시 서초구 서초대로38길 12 (서초동, 마제스타시티, 힐스테이트 서리풀) ",37.4905,127.0054,1.3,0.0,,
71116,롯데마트석사점,춘천원주팀,유통점,영업,2010-07-29,137.0,132.42,4.58,452.0,128.42,강원도 춘천시 세실로 108 (석사동) ,37.8668,127.7591,2.7,0.0,,
71441,롯데마트송도점,남인천팀,유통점,영업,2013-12-19,23.0,23.0,0.0,0.0,0.0,인천광역시 연수구 컨벤시아대로 177 (송도동) ,37.3883,126.6433,0.7,0.0,,
71086,롯데마트송파점,강남팀,유통행사,영업,2010-06-01,50.0,50.0,0.0,0.0,39.0,서울특별시 송파구 중대로 80 롯데마트송파점 ,37.4918,127.1178,2.3,0.3,,
70868,롯데마트시티세븐점,창원팀,유통점,영업,2008-10-28,66.0,66.0,0.0,0.0,62.0,경상남도 창원시 의창구 원이대로 320 (대원동) ,35.2344,128.6677,1.0,0.0,,
71087,롯데마트시화점,안산팀,유통행사,영업,2010-06-01,48.0,48.0,0.0,0.0,44.0,경기도 시흥시 마유로238번길 26 ,37.3376,126.7307,1.0,0.0,,
71548,롯데마트시흥배곧점,안산팀,유통점,영업,2017-05-29,70.0,70.0,0.0,0.0,66.0,경기도 시흥시 서울대학로278번길 67 (정왕동) ,37.3689,126.7313,4.0,0.0,,
71361,롯데마트시흥점,안산팀,유통점,영업,2012-09-13,59.0,54.0,5.0,0.0,50.0,경기도 시흥시 비둘기공원로 28 (대야동) ,37.443,126.792,4.1,0.0,,
71439,롯데마트아산터미널점,충남팀,유통점,영업,2013-12-19,78.0,78.0,0.0,0.0,74.0,충청남도 아산시 번영로 225 (모종동) ,36.7846,127.0159,1.0,0.0,,
71433,롯데마트안산선부점,안산팀,유통점,영업,2013-10-23,161.0,153.0,8.0,531.0,147.0,경기도 안산시 단원구 달미로 64 (선부동) ,37.3414,126.8155,5.3,0.3,,
70628,롯데마트안성점,평택팀,유통점,영업,2006-10-03,87.0,83.0,4.0,0.0,0.0,경기도 안성시 공도읍 서동대로 4478 ,37.0078,127.1995,1.1,0.1,,
71597,롯데마트양덕점,창원팀,유통점,영업,2018-04-19,71.0,71.0,0.0,0.0,67.0,"경상남도 창원시 마산회원구 삼호로 80 (양덕동, 메트로시티 2단지) ",35.2237,128.5846,0.7,0.0,,
70612,롯데마트여수점,전남팀,유통점,영업,2006-07-06,46.0,45.0,1.0,0.0,41.0,전라남도 여수시 국포1로 36 (국동) ,34.7284,127.7215,0.7,0.0,,
70982,롯데마트여천점,전남팀,유통점,영업,2009-08-19,74.0,72.0,2.0,0.0,68.0,전라남도 여수시 무선로 187 (선원동) ,34.7768,127.6515,1.5,0.1,,
70066,롯데마트연수점,남인천팀,유통점,영업,2001-07-26,531.0,479.0,52.0,1752.0,471.0,인천광역시 연수구 청능대로 87 (청학동) ,37.4151,126.6752,14.6,0.5,,
70656,롯데마트영종도점,남인천팀,유통점,영업,2006-12-21,36.0,36.0,0.0,0.0,0.0,인천광역시 중구 흰바위로 51 (운서동) ,37.4927,126.4912,0.7,0.0,,
70230,롯데마트오산점,평택팀,유통점,영업,2003-05-25,28.0,27.0,1.0,0.0,23.0,경기도 오산시 경기대로 271 (오산동) ,37.1495,127.073,1.0,0.0,,
70092,롯데마트울산점,울산팀,유통점,영업,2007-06-15,20.0,20.0,0.0,0.0,16.0,울산광역시 남구 삼산로 74 (달동) ,35.534,129.3159,1.7,0.0,,
70601,롯데마트울산진장점,울산팀,유통점,영업,2006-05-11,27.0,27.0,0.0,0.0,23.0,울산광역시 북구 진장유통로 64 (진장동) ,35.576,129.359,0.7,0.0,,
70466,롯데마트웅상점,동부산팀,유통점,영업,2004-12-29,96.0,91.0,5.0,317.0,87.0,경상남도 양산시 삼호1길 34 (삼호동) ,35.4126,129.167,3.4,0.0,,
70801,롯데마트월드컵점,전남팀,유통점,영업,2008-03-17,36.6,35.6,1.0,0.0,31.6,광주광역시 서구 금화로 240 (풍암동) ,35.1336,126.8748,0.0,0.0,,
71634,롯데마트월드타워점,강남팀,유통점,영업,2019-02-22,60.0,55.0,5.0,0.0,51.0,서울특별시 송파구 올림픽로 300 (신천동) ,37.5137,127.1043,4.0,0.3,,
70293,롯데마트의왕점,관악팀,유통점,영업,2003-10-17,259.0,233.0,26.0,855.0,227.0,경기도 의왕시 계원대학로 7 (내손동) ,37.3805,126.9729,10.0,0.6,,
71626,롯데마트이천점,용인팀,유통점,영업,2019-01-17,81.4,60.0,21.4,0.0,56.0,"경기도 이천시 구만리로 191(안흥동, 이천 롯데캐슬 골드스카이) ",37.2743,127.4545,2.0,0.0,,
70683,롯데마트익산점,전북팀,유통점,영업,2023-04-12,75.0,70.0,5.0,0.0,66.0,전라북도 익산시 무왕로 1053 (영등동) ,35.9593,126.9742,1.1,0.1,,
70659,롯데마트장암점,강북팀,유통점,영업,2006-12-28,84.0,79.0,5.0,0.0,75.0,경기도 의정부시 장곡로 224 (장암동) ,37.7237,127.0531,3.4,0.0,,
70881,롯데마트전주점,전북팀,유통점,영업,2008-11-27,73.0,70.0,3.0,0.0,0.0,전라북도 전주시 완산구 바우배기2길 11 (효자동2가) ,35.8172,127.1028,2.3,0.3,,
71025,롯데마트정읍점,전북팀,유통점,영업,2009-12-22,50.5,49.0,1.5,0.0,45.0,전라북도 정읍시 벚꽃로 85 (농소동) ,35.5793,126.8398,1.7,0.0,,
70811,롯데마트제주점,제주팀,유통점,영업,2008-04-24,30.0,27.0,3.0,0.0,0.0,제주특별자치도 제주시 연북로 1 (노형동) ,33.4824,126.4818,0.9,0.2,,
71152,롯데마트제천점,충북팀,유통점,영업,2010-12-02,113.3,109.0,4.3,374.0,105.0,충청북도 제천시 용두대로 111 (하소동) ,37.1401,128.2008,2.7,0.0,,
70062,롯데마트주엽점,일산팀,유통점,영업,2001-05-01,247.0,247.0,0.0,815.0,241.0,경기도 고양시 일산서구 중앙로 1496 (주엽동) ,37.6737,126.7546,6.4,0.0,,
70240,롯데마트중계점,강북팀,유통점,영업,2003-06-20,103.0,101.0,2.0,339.0,97.0,서울특별시 노원구 노원로 330 (중계동) ,37.6468,127.0709,2.0,0.0,,
71586,롯데마트진주점,창원팀,유통점,영업,2018-01-30,107.0,100.0,7.0,353.0,96.0,경상남도 진주시 동진로 440 (충무공동) ,35.1802,128.1398,1.7,0.0,,
70539,롯데마트진해점,창원팀,유통점,영업,2005-07-16,800.0,627.5,172.5,2640.0,619.5,경상남도 창원시 진해구 진해대로 762 (석동) ,35.1582,128.6988,14.9,0.8,,
70395,롯데마트천안성정점,충남팀,유통점,영업,2004-06-04,41.0,38.0,3.0,0.0,34.0,충청남도 천안시 서북구 성정두정로 1 (성정동) ,36.8263,127.1401,3.5,0.1,,
70328,롯데마트천천점,수원팀,유통행사,영업,2004-02-18,91.5,91.5,0.0,302.0,87.5,경기도 수원시 장안구 만석로19번길 25-10 롯데마트 ,37.2964,126.9823,2.7,0.0,,
71754,롯데마트첨단점,전남팀,유통점,영업,2023-06-03,146.0,120.0,26.0,482.0,116.0,광주광역시 광산구 첨단강변로99번길 22 (쌍암동) 롯데마트 1층,35.2168,126.8519,3.7,0.3,,
71387,롯데마트청라점,북인천팀,유통점,영업,2012-12-12,58.0,56.0,2.0,0.0,52.0,"인천광역시 서구 청라커낼로 252 (청라동, 청라 롯데캐슬) ",37.5303,126.6478,1.0,0.0,,
71124,롯데마트청량리점,종로팀,유통점,영업,2010-08-20,22.0,22.0,0.0,0.0,0.0,서울특별시 동대문구 왕산로 214 (전농동) ,37.5842,127.0511,0.1,0.1,,
70594,롯데마트청주점,충북팀,유통점,영업,2006-03-29,24.0,20.0,4.0,0.0,16.0,충청북도 청주시 흥덕구 풍산로 15 (가경동) ,36.6267,127.4322,0.0,0.0,,
71043,롯데마트춘천점,춘천원주팀,유통점,영업,2010-02-08,42.0,42.0,0.0,0.0,31.0,강원도 춘천시 방송길 84 (온의동) ,37.8686,127.7181,1.0,0.0,,
