매장,매장명,지역,형태,폐점여부,오픈일,평수,실평수,창고,계약면적(㎡),진열평수,신주소,위도,경도,매장인원,입고도우미PO,일평균매출,일평균물동량
70920,(행)세이브존대전점,대전팀,유통행사,영업,2013-06-13,33.0,31.0,2.0,0.0,27.0,대전광역시 서구 둔산로 201 ,36.3551,127.3981,1.0,0.0,,
71667,롯데슈퍼부산용호점,서부산팀,유통점,영업,2019-08-23,280.0,260.0,20.0,924.0,254.0,"부산광역시 남구 분포로 145 (용호동, 더블유) ",35.1342,129.1112,8.2,0.8,,
71615,롯데슈퍼풍암점,전남팀,유통점,영업,2018-07-20,358.0,319.0,39.0,1182.06,311.0,광주광역시 서구 풍암2로 2 (풍암동) ,35.1272,126.8791,10.0,0.5,,
71625,AK몰기흥점,용인팀,유통점,영업,2018-12-14,213.0,200.0,13.0,703.68,194.0,"경기도 용인시 기흥구 기흥역로 63 (구갈동, 힐스테이트 기흥) ",37.2748,127.1188,10.9,0.8,,
71777,AK플라자광명점,안산팀,유통점,영업,2024-04-11,490.0,450.0,40.0,1602.0,442.0,경기도 광명시 양지로 17 (일직동) ,37.4187,126.8829,10.8,1.1,,
71811,AK플라자수원점,수원팀,유통점,영업,2025-02-12,318.0,287.0,31.0,2102.42,279.0,경기도 수원시 팔달구 덕영대로 924 (매산로1가) ,37.2656,127.0002,13.1,0.6,,
71800,GS슈퍼고양벽제점,일산팀,유통점,영업,2024-11-07,106.0,106.0,0.0,349.8,102.0,경기도 고양시 덕양구 푸른마을로 6 (고양동) ,37.7089,126.9028,1.0,0.0,,
70124,GS슈퍼공주점,대전팀,유통점,영업,2023-11-16,35.0,33.0,2.0,0.0,29.0,충청남도 공주시 무령로 310 (옥룡동) ,36.4555,127.1342,0.0,0.0,,
70129,GS슈퍼관악점,관악팀,유통점,영업,2002-08-15,12.0,12.0,0.0,0.0,0.0,서울특별시 관악구 쑥고개로 111 (봉천동) ,37.4793,126.949,1.0,0.0,,
71069,GS슈퍼광진화양점,구리팀,유통행사,영업,2010-04-23,19.0,19.0,0.0,0.0,15.0,서울특별시 광진구 능동로13길 39 한아름건물 ,37.544,127.0698,1.7,0.0,,
70336,GS슈퍼능곡점,일산팀,유통점,영업,2004-03-05,76.3,68.5,7.8,0.0,64.5,경기도 고양시 덕양구 토당로 110 (토당동) ,37.6247,126.818,0.7,0.0,,
71077,GS슈퍼당진송악점,충남팀,유통행사,영업,2010-05-17,46.0,42.0,4.0,0.0,38.0,충청남도 당진시 송악읍 신복운로5길 7 송악e마트 ,36.9422,126.7806,1.7,0.0,,
70531,GS슈퍼당진점,충남팀,유통점,영업,2005-05-21,16.0,16.0,0.0,0.0,12.0,충청남도 당진시 당진중앙2로 185-50 (읍내동) ,36.8967,126.6339,0.0,0.0,,
70100,GS슈퍼대방점,창원팀,유통점,영업,2002-05-03,8.1,8.1,0.0,0.0,4.1,경상남도 창원시 성산구 가양로124번길 5-12 (대방동) ,35.2087,128.7079,0.0,0.0,,
71148,GS슈퍼대전도마점,대전팀,유통행사,영업,2024-06-05,52.0,50.0,2.0,0.0,46.0,대전광역시 서구 배재로 206 (도마동) 14-4,36.327,127.3709,0.3,0.0,,
70110,GS슈퍼동소문점,종로팀,유통행사,영업,2023-12-12,29.0,29.0,0.0,0.0,25.0,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트) 4층",37.5945,127.0127,0.0,0.0,,
71650,GS슈퍼동탄아이비파크점,수원팀,유통행사,영업,2019-06-07,30.0,30.0,0.0,0.0,26.0,"경기도 화성시 동탄광역환승로 73 (오산동, 동탄역 반도유보라 아이비파크  ",37.2029,127.09,0.7,0.0,,
71814,GS슈퍼둔촌점,강동팀,유통행사,영업,2025-03-27,50.0,50.0,0.0,0.0,46.0,서울특별시 강동구 양재대로 1360 (둔촌동) ,37.5275,127.137,0.0,0.0,,
71805,GS슈퍼만덕점,동부산팀,유통점,영업,2024-12-17,82.0,82.0,0.0,0.0,78.0,부산광역시 북구 덕천로 188 (만덕동) ,35.2109,129.0248,0.0,0.0,,
70226,GS슈퍼명일점,강동팀,유통점,영업,2003-05-14,45.0,42.0,3.0,0.0,38.0,서울특별시 강동구 양재대로 1630 (명일동) ,37.5511,127.1448,1.4,0.0,,
70037,GS슈퍼명장점,동부산팀,유통점,영업,2000-07-20,12.0,12.0,0.0,0.0,8.0,부산광역시 동래구 반송로 291 (명장동) ,35.2064,129.1018,0.0,0.0,,
70889,GS슈퍼문경점,경북팀,유통행사,영업,2008-11-28,84.4,84.4,0.0,0.0,80.4,경상북도 문경시 영신로 12 GS문경점 ,36.5939,128.2,1.3,0.0,,
70156,GS슈퍼봉명점,충북팀,유통점,영업,2002-10-19,9.0,6.0,3.0,0.0,2.0,충청북도 청주시 흥덕구 1순환로 576 (봉명동) ,36.6418,127.4611,0.0,0.0,,
71774,GS슈퍼부평산곡점,남인천팀,유통점,영업,2024-01-27,40.0,40.0,0.0,0.0,36.0,인천광역시 부평구 원적로432번길 10 (산곡동) ,37.5031,126.7139,0.7,0.0,,
70162,GS슈퍼북가좌점,신촌팀,유통점,영업,2002-10-29,64.0,56.0,8.0,0.0,52.0,서울특별시 서대문구 응암로 54 (북가좌동) 서부코아 지층,37.5779,126.9102,1.1,0.1,,
71259,GS슈퍼사우점,일산팀,유통행사,영업,2011-10-15,35.0,35.0,0.0,0.0,31.0,경기도 김포시 돌문로 43 ,37.6189,126.7178,0.7,0.0,,
71817,GS슈퍼서인천점,북인천팀,유통행사,영업,2025-04-24,63.0,62.0,1.0,0.0,58.0,인천광역시 서구 탁옥로34번길 1 (심곡동) ,37.5437,126.6738,1.0,0.0,,
70648,GS슈퍼송파점,강남팀,유통행사,영업,2025-01-23,69.0,60.0,9.0,0.0,56.0,서울특별시 송파구 동남로 189 (가락동) 140 쌍용아파트 상가(T02-3401-6251),37.4947,127.1299,0.3,0.0,,
71150,GS슈퍼수원매탄점,수원팀,유통행사,영업,2024-03-20,36.0,36.0,0.0,0.0,32.0,"경기도 수원시 영통구 효원로 363 (매탄동, 매탄 위브 하늘채) 1352",37.2615,127.0395,0.0,0.0,,
71818,GS슈퍼수원아트리움점,수원팀,유통행사,영업,2025-04-25,65.0,65.0,0.0,0.0,61.0,경기도 수원시 장안구 이목로 24-3 (정자동) ,37.3096,126.9846,0.0,0.0,,
71804,GS슈퍼안성점,평택팀,유통행사,영업,2024-12-12,50.0,50.0,0.0,0.0,46.0,경기도 안성시 중앙로 430 (영동) ,37.0061,127.2742,0.7,0.0,,
71490,GS슈퍼여의도점,신촌팀,유통행사,영업,2023-10-26,32.8,32.8,0.0,0.0,28.8,서울특별시 영등포구 국제금융로7길 15 (여의도동) ,37.5232,126.932,1.0,0.0,,
70166,GS슈퍼연수점,남인천팀,유통점,영업,2024-12-07,90.0,90.0,0.0,297.0,86.0,"인천광역시 연수구 원인재로 88 (동춘동, 대우삼환아파트) ",37.4065,126.6783,0.0,0.0,,
71755,GS슈퍼위례중앙점,강동팀,유통행사,영업,2023-07-01,25.0,25.0,0.0,0.0,21.0,경기도 성남시 수정구 위례광장로 300 (창곡동) ,37.4735,127.1427,1.0,0.0,,
71822,GS슈퍼의정부민락점,강북팀,유통행사,영업,2025-06-06,55.0,53.0,2.0,0.0,49.0,경기도 의정부시 용현로 155 (민락동) ,37.7409,127.0933,0.3,0.0,,
71475,GS슈퍼인천삼산점,남인천팀,유통행사,영업,2015-01-30,41.0,41.0,0.0,0.0,37.0,인천광역시 부평구 영성중로15번길 12 ,37.5184,126.7436,0.7,0.0,,
71786,GS슈퍼정관신도시점,동부산팀,유통점,영업,2024-07-30,104.0,97.0,7.0,343.0,93.0,부산광역시 기장군 정관읍 모전1길 14 ,35.3354,129.1665,0.7,0.0,,
71403,GS슈퍼종로평창점,종로팀,유통행사,영업,2024-06-29,57.0,55.0,2.0,0.0,51.0,"서울특별시 종로구 평창문화로 75 (평창동) 158-1,지하1층",37.6069,126.969,0.1,0.1,,
70105,GS슈퍼증평점,충북팀,유통점,영업,2002-06-08,22.0,20.0,2.0,0.0,16.0,충청북도 증평군 증평읍 창신로 54 ,36.7807,127.5789,0.0,0.0,,
71706,GS슈퍼진주센트럴점,창원팀,유통점,영업,2021-04-01,77.0,77.0,0.0,0.0,73.0,"경상남도 진주시 에나로175번길 12 (충무공동, 혁신도시중흥에스-클래스센트럴시티3단지) ",35.1738,128.1449,0.0,0.0,,
70247,GS슈퍼진천점,충북팀,유통점,영업,2003-07-22,9.0,8.0,1.0,0.0,4.0,충청북도 진천군 진천읍 남산길 78 ,36.8537,127.4436,0.3,0.0,,
70319,GS슈퍼천안두정점,충남팀,유통점,영업,2003-12-29,18.5,18.0,0.5,0.0,14.0,충청남도 천안시 서북구 두정로 203 (두정동) ,36.834,127.1396,0.0,0.0,,
71769,GS슈퍼천안점,충남팀,유통행사,영업,2023-10-28,32.0,30.0,2.0,0.0,26.0,충청남도 천안시 동남구 충절로 148 (원성동) ,36.8055,127.1584,0.0,0.0,,
70713,GS슈퍼충주연수점,충북팀,유통행사,영업,2007-07-25,93.0,89.0,4.0,307.0,85.0,충청북도 충주시 금곡로 55 ,36.9905,127.9375,1.0,0.0,,
70714,GS슈퍼충주용산점,충북팀,유통행사,영업,2007-08-03,12.0,11.0,1.0,0.0,7.0,충청북도 충주시 남산로 72 ,36.9612,127.9401,0.0,0.0,,
70099,GS슈퍼토월점,창원팀,유통점,영업,2002-04-26,10.5,10.5,0.0,0.0,6.5,경상남도 창원시 성산구 동산로 108 (상남동) ,35.2182,128.69,0.0,0.0,,
70653,GS슈퍼평택이충점,평택팀,유통행사,영업,2006-12-08,41.0,41.0,0.0,0.0,37.0,경기도 평택시 이충로35번길 28-22 리치플러스 ,37.0592,127.066,0.7,0.0,,
70783,GS슈퍼포곡점,용인팀,유통행사,영업,2008-01-22,32.0,32.0,0.0,0.0,28.0,"경기 용인시 처인구 포곡읍 둔전로47번길 21 (둔전리, 라데팡스) ",37.2683,127.2191,0.0,0.0,,
71803,GS슈퍼포천점,강북팀,유통행사,영업,2024-11-29,65.0,65.0,0.0,0.0,61.0,경기 포천시 중앙로 165 ,37.9006,127.2058,0.7,0.0,,
70203,GS슈퍼포항두호점,울산팀,유통점,영업,2024-07-18,76.5,76.5,0.0,0.0,72.5,경상북도 포항시 북구 용두산길 3 (두호동) ,36.0641,129.3826,1.0,0.0,,
70089,GS슈퍼포항점,울산팀,유통점,영업,2004-06-02,102.2,102.2,0.0,337.26,98.2,경상북도 포항시 북구 중흥로 244 (죽도동) ,36.0243,129.3605,1.4,0.0,,
71835,GS슈퍼포항창포점,울산팀,유통행사,영업,2025-12-03,53.0,53.0,0.0,0.0,49.0,경상북도 포항시 북구 새천년대로1076번길 4 (두호동) ,36.0637,129.3719,1.0,0.0,,
71785,GS슈퍼하남점,강동팀,유통행사,영업,2024-07-19,51.0,51.0,0.0,0.0,47.0,경기도 하남시 신장1로9번길 74 (신장동) ,37.5391,127.2061,0.7,0.0,,
70108,GS슈퍼학익점,남인천팀,유통점,영업,2002-06-26,19.0,19.0,0.0,0.0,15.0,인천광역시 미추홀구 소성로 146 (학익동) ,37.4422,126.6642,0.3,0.0,,
71796,NC대전유성점,대전팀,유통점,영업,2024-10-31,404.0,377.0,27.0,2671.8,369.0,대전광역시 유성구 계룡로 119 (봉명동) ,36.3537,127.344,10.2,0.8,,
71757,NC신구로점,관악팀,유통점,영업,2023-07-15,129.0,123.0,6.0,1108.2,119.0,서울특별시 구로구 구로중앙로 152 (구로동) 지상2층,37.5012,126.8828,8.0,0.3,,
71838,NC청주점,충북팀,유통점,영업,2026-04-10,571.0,518.0,53.0,0.0,510.0,충청북도 청주시 흥덕구 2순환로 1233 (가경동) ,36.6262,127.4311,9.6,0.8,,
71635,e에브리데이개봉동점,관악팀,유통행사,영업,2019-03-05,30.0,30.0,0.0,0.0,26.0,서울특별시 구로구 개봉로17길 34 (개봉동) ,37.4918,126.8541,1.0,0.0,,
71733,e에브리데이고양덕이점,일산팀,유통점,영업,2022-08-11,100.0,95.0,5.0,330.0,91.0,경기도 고양시 일산서구 하이파크2로 65(덕이동) ,37.6998,126.7563,1.0,0.0,,
71292,e에브리데이공릉동점,강북팀,유통행사,영업,2018-06-25,30.0,30.0,0.0,0.0,26.0,서울특별시 노원구 노원로1길 67 (공릉동) ,37.6208,127.0836,1.0,0.0,,
71308,e에브리데이김해점,서부산팀,유통행사,영업,2020-05-26,20.0,20.0,0.0,0.0,16.0,경남 김해시 가야로38번길 10 (삼계동) ,35.269,128.8643,0.0,0.0,,
71779,e에브리데이남가좌점,신촌팀,유통점,영업,2024-04-06,71.0,71.0,0.0,0.0,67.0,"서울특별시 서대문구 수색로2길 39 (남가좌동, DMC금호리첸시아) ",37.5713,126.9159,0.7,0.0,,
71730,e에브리데이내곡점,강남팀,유통점,영업,2022-06-23,100.0,90.0,10.0,330.0,86.0,서울특별시 서초구 청계산로9길 70(내곡동) ,37.4535,127.0598,1.3,0.3,,
71591,e에브리데이녹양동점,강북팀,유통행사,영업,2018-03-12,31.0,31.0,0.0,0.0,27.0,경기도 의정부시 비우로 57 (녹양동) ,37.7583,127.0335,0.0,0.0,,
71288,e에브리데이답십리점,종로팀,유통행사,영업,2018-08-27,31.0,30.0,1.0,0.0,26.0,서울특별시 동대문구 고미술로 49 (답십리동) ,37.5675,127.0535,0.0,0.0,,
71765,e에브리데이대구도남점,경북팀,유통점,영업,2023-09-14,60.0,55.49,4.51,0.0,51.49,대구광역시 북구 도남중앙로7길 20-55 (국우동) ,35.9524,128.5827,1.0,0.0,,
71599,e에브리데이덕정점,강북팀,유통행사,영업,2018-04-25,34.0,34.0,0.0,0.0,30.0,경기도 양주시 회정로 126 (덕정동) ,37.8372,127.0672,1.0,0.0,,
71606,e에브리데이동양점,북인천팀,유통행사,영업,2018-06-12,32.5,32.5,0.0,0.0,28.5,인천광역시 계양구 당미길 23 (동양동) ,37.5613,126.758,1.0,0.0,,
71749,e에브리데이동탄목동점,수원팀,유통점,영업,2023-04-27,100.0,95.0,5.0,330.0,91.0,경기도 화성시 동탄신리천로1길 4 (목동) ,37.182,127.1245,1.7,0.0,,
71605,e에브리데이동탄카림점,수원팀,유통점,영업,2018-06-11,138.7,130.0,8.7,458.0,126.0,"경기도 화성시 동탄구 동탄대로시범길 134 (청계동, 동탄역시범반도유보라아이비파크4.0) ",37.199,127.1131,4.1,0.0,,
71688,e에브리데이동탄호수점,수원팀,유통점,영업,2020-05-21,72.0,67.0,5.0,0.0,63.0,"경기도 화성시 동탄대로 181 (송동, 동탄린스트라우스더레이크) ",37.1721,127.1041,1.4,0.0,,
71820,e에브리데이둔촌포레온점,강동팀,유통점,영업,2025-05-30,120.0,108.0,12.0,396.0,104.0,"서울특별시 강동구 양재대로 1300 (둔촌동, 올림픽파크포레온) ",37.525,127.1403,1.3,0.3,,
71595,e에브리데이마북점,용인팀,유통행사,영업,2018-04-09,50.8,50.8,0.0,0.0,46.8,경기 용인시 기흥구 구교동로 172 (마북동) ,37.3038,127.1226,1.0,0.0,,
71289,e에브리데이면목동점,구리팀,유통행사,영업,2018-05-14,30.0,30.0,0.0,0.0,26.0,"서울 중랑구 면목로39길 11 (면목동, 카멜리아쇼핑센타) ",37.5796,127.0863,0.7,0.0,,
71726,e에브리데이명지대점,신촌팀,유통점,영업,2022-04-14,70.0,65.0,5.0,0.0,61.0,서울특별시 서대문구 거북골로 34(남가좌동) ,37.5804,126.9213,4.2,0.5,,
71296,e에브리데이모충동점,충북팀,유통행사,영업,2024-05-11,54.0,49.0,5.0,0.0,45.0,충청북도 청주시 서원구 남들로 44 (모충동) 128-1,36.6218,127.4852,0.7,0.0,,
71693,e에브리데이백석점,강북팀,유통행사,영업,2020-08-10,41.0,40.0,1.0,0.0,36.0,경기도 양주시 백석읍 양주산성로 567 ,37.7867,126.9906,1.0,0.0,,
71747,e에브리데이법동점,대전팀,유통점,영업,2023-03-10,60.0,55.0,5.0,0.0,51.0,"대전광역시 대덕구 동춘당로 178(법동, 보람아파트) ",36.369,127.4302,1.0,0.0,,
71665,e에브리데이법원점,일산팀,유통점,영업,2019-08-15,64.5,53.0,11.5,0.0,49.0,경기도 파주시 법원읍 술이홀로 899 ,37.8514,126.8744,1.0,0.0,,
71775,e에브리데이부산반여점,동부산팀,유통점,영업,2024-02-21,80.0,80.0,0.0,0.0,76.0,부산광역시 해운대구 선수촌로 65-7 (반여동) ,35.1996,129.1182,1.7,0.0,,
71793,e에브리데이분당구미점,강동팀,유통행사,영업,2024-09-28,51.0,47.0,4.0,0.0,43.0,경기도 성남시 분당구 미금로 48 (구미동) ,37.3378,127.1165,0.0,0.0,,
71279,e에브리데이상현동점,용인팀,유통행사,영업,2018-10-29,46.0,46.0,0.0,0.0,42.0,"경기 용인시 수지구 만현로 100 (상현동, 거묵푸라자) ",37.3078,127.0845,1.0,0.0,,
71371,e에브리데이서창동점,남인천팀,유통행사,영업,2018-11-26,69.0,64.0,5.0,0.0,60.0,인천 남동구 독곡로 51 563-1,37.4345,126.7496,0.0,0.0,,
71584,e에브리데이신곡풍림점,강북팀,유통점,영업,2018-01-23,82.0,70.0,12.0,0.0,66.0,경기도 의정부시 동일로454번길 40 (신곡동) ,37.7284,127.0618,1.0,0.0,,
71633,e에브리데이신탄진점,대전팀,유통행사,영업,2019-02-13,34.0,30.0,4.0,0.0,26.0,대전 대덕구 대청로 62 ,36.4527,127.4352,0.0,0.0,,
71802,e에브리데이신풍역점,신촌팀,유통점,영업,2024-11-20,54.0,54.0,0.0,0.0,50.0,"서울특별시 영등포구 신풍로 28 (신길동, 비스타동원) ",37.4998,126.9096,2.0,0.0,,
71646,e에브리데이양재점,강남팀,유통행사,영업,2019-05-13,30.0,30.0,0.0,0.0,26.0,서울특별시 서초구 동산로2길 16 (양재동) ,37.4691,127.0416,1.0,0.0,,
71740,e에브리데이오창산단점,충북팀,유통점,영업,2022-11-10,210.0,200.0,10.0,693.0,194.0,충북 청주시 청원구 오창읍 주성1길 18-6 (주성리) ,36.7337,127.4519,5.0,0.6,,
71628,e에브리데이용방점,대전팀,유통점,영업,2019-01-23,50.0,43.0,7.0,0.0,39.0,"대전 동구 계족로140번길 183 (용운동, 덕림코아빌딩) ",36.3284,127.4545,1.0,0.0,,
71349,e에브리데이용현동점,강북팀,유통행사,영업,2018-11-12,44.0,44.0,0.0,0.0,40.0,경기 의정부시 오목로35번길 20 29-23,37.7343,127.0864,0.7,0.0,,
71286,e에브리데이월피점,안산팀,유통행사,영업,2018-10-11,28.0,28.0,0.0,0.0,24.0,경기도 안산시 상록구 광덕산2로 28 (월피동) ,37.3351,126.8457,1.0,0.0,,
71813,e에브리데이이문점,종로팀,유통점,영업,2025-02-27,102.0,91.0,11.0,337.0,87.0,서울특별시 동대문구 이문로 136 (이문동) ,37.5985,127.0619,3.0,0.0,,
71737,e에브리데이인천영종점,남인천팀,유통점,영업,2022-09-06,200.0,189.0,11.0,660.0,183.0,인천광역시 중구 흰바위로 284(운남동) ,37.4772,126.5065,2.0,0.0,,
71687,e에브리데이작전점,북인천팀,유통행사,영업,2020-04-13,33.0,33.0,0.0,0.0,29.0,인천 계양구 효서로 348-1 (작전동) ,37.5276,126.735,0.0,0.0,,
71592,e에브리데이중계동점,강북팀,유통행사,영업,2018-03-26,34.0,34.0,0.0,0.0,30.0,"서울 노원구 중계로12길 39 (중계동, 이연아마빌레) ",37.6467,127.0826,0.0,0.0,,
71750,e에브리데이춘천우두점,춘천원주팀,유통점,영업,2023-05-05,73.0,70.0,3.0,0.0,66.0,강원도 춘천시 우두1길 93 (우두동) ,37.9082,127.7336,1.0,0.0,,
71834,e에브리데이충주호암점,충북팀,유통점,영업,2025-11-07,102.0,90.0,12.0,0.0,86.0,충북 충주시 호암수청4길 5 ,36.9568,127.9235,0.7,0.0,,
71583,e에브리데이통일동산점,일산팀,유통행사,영업,2017-12-28,46.0,46.0,0.0,0.0,42.0,경기도 파주시 탄현면 사슴벌레로73번길 51 ,37.7805,126.6981,2.8,0.1,,
71620,e에브리데이평내점,구리팀,유통행사,영업,2018-10-11,47.0,46.0,1.0,0.0,42.0,경기도 남양주시 경춘로1256번길 34 (평내동) ,37.6446,127.2368,1.0,0.0,,
71746,e에브리데이평택동삭점,평택팀,유통점,영업,2023-02-16,75.0,71.0,4.0,0.0,67.0,경기도 평택시 상서재로2길 56-17(동삭동) ,37.0161,127.1035,0.0,0.0,,
71636,e에브리데이평택비전점,평택팀,유통행사,영업,2019-03-26,30.0,27.0,3.0,0.0,23.0,경기도 평택시 비전2로 73 (비전동) ,37.0047,127.1003,0.0,0.0,,
71301,e에브리데이평화동점,전북팀,유통행사,영업,2023-06-23,50.0,38.0,12.0,0.0,34.0,전라북도 전주시 완산구 평화로 131 (평화동2가) 193,35.7886,127.1347,0.0,0.0,,
71732,e에브리데이포항양덕점,울산팀,유통점,영업,2022-07-29,100.0,94.5,5.5,330.0,90.5,경상북도 포항시 북구 장량중앙로 49(양덕동) ,36.0905,129.3872,1.0,0.0,,
71608,e에브리데이하안동점,안산팀,유통행사,영업,2018-07-10,28.0,28.0,0.0,0.0,24.0,경기도 광명시 하안로288번길 15 (하안동) ,37.4622,126.8813,0.7,0.0,,
71306,e에브리데이형곡동점,경북팀,유통행사,영업,2018-03-06,57.0,52.0,5.0,0.0,48.0,경상북도 구미시 경은로 88 (형곡동) ,36.114,128.3371,0.7,0.0,,
10523,가능역점,강북팀,직영점,영업,2013-09-27,65.0,60.0,5.0,603.0,56.0,경기도 의정부시 신촌로 79 (가능동) ,37.7503,127.0395,5.7,0.3,6372500.0,127.0
10575,가락시장역점,강남팀,직영점,영업,2015-07-03,170.0,160.0,10.0,1022.0,149.0,서울특별시 송파구 중대로 109 (가락동) ,37.4938,127.1205,8.8,0.8,9669250.0,193.0
10294,가양역2호점,일산팀,직영점,영업,2011-02-28,235.0,202.0,33.0,753.0,168.0,서울특별시 강서구 화곡로 418 (등촌동) ,37.5604,126.8552,10.2,0.8,14737464.285714284,295.0
10641,가좌역점,신촌팀,직영점,영업,2016-12-10,270.0,255.0,15.0,859.0,235.0,서울특별시 서대문구 수색로 26 (남가좌동) ,37.5692,126.9157,12.3,0.9,15008250.0,300.0
11029,간석역북부점,남인천팀,직영점,영업,2022-11-05,415.0,371.0,44.0,1402.15,349.0,인천광역시 남동구 석정로 524(간석동) ,37.4654,126.694,11.7,0.6,13950571.42857143,279.0
10130,간석점,남인천팀,직영점,영업,2008-08-08,188.0,182.0,6.0,753.0,176.0,"인천광역시 남동구 남동대로 860 (간석동, 간석래미안자이아파트) ",37.4601,126.709,9.2,0.8,10497892.857142856,210.0
11206,강남고속버스터미널2호점,강남팀,직영점,영업,2025-09-26,85.24,85.24,0.0,0.0,81.24,서울특별시 서초구 신반포로 194 (반포동) 1층,37.5064,127.0068,5.7,0.7,7300839.285714285,146.0
10640,강남고속버스터미널점,강남팀,직영점,영업,2016-12-09,650.0,610.0,40.0,2711.0,650.0,서울특별시 서초구 신반포로 194 (반포동) 지하1층,37.5064,127.0068,28.1,2.7,32386535.714285713,648.0
10600,강남구청역점,강남팀,직영점,영업,2016-04-23,130.0,120.0,10.0,472.0,116.0,서울특별시 강남구 학동로 지하 346 (삼성동) ,37.5172,127.0413,10.4,2.1,14200875.0,284.0
10224,강남역2호점,강남팀,직영점,영업,2010-02-28,185.0,178.0,7.0,760.0,172.0,서울특별시 강남구 테헤란로 109 (역삼동) ,37.4988,127.029,12.4,1.7,16355267.857142856,327.0
11199,강남역점,강남팀,직영점,영업,2025-09-30,507.23,428.0,79.23,0.0,406.0,서울특별시 강남구 강남대로 422 (역삼동) ,37.5004,127.027,22.1,2.7,38633196.428571425,773.0
10306,강릉교동점,강릉속초팀,직영점,영업,2011-03-31,160.0,145.0,15.0,620.0,125.0,강원도 강릉시 솔올로5번길 18-2 (교동) ,37.763,128.8758,6.5,0.5,7065178.571428572,141.0
11126,강릉율곡점,강릉속초팀,직영점,영업,2024-07-12,315.0,273.0,42.0,1011.09,244.0,강원특별자치도 강릉시 율곡로 3080 (교동) ,37.7767,128.8872,13.9,0.5,15898071.42857143,318.0
10784,강릉입암점,강릉속초팀,직영점,영업,2018-04-26,444.0,414.0,30.0,1739.0,399.0,강원도 강릉시 용지로 23 (입암동) ,37.7537,128.9115,15.6,0.5,13892517.857142856,278.0
10570,강릉중앙점,강릉속초팀,직영점,영업,2015-05-20,292.1,249.8,42.3,929.0,229.8,강원도 강릉시 금성로 34 (금학동) ,37.7535,128.897,15.5,1.1,13328160.714285716,267.0
10818,강북구청사거리점,강북팀,직영점,영업,2018-07-20,320.0,295.0,25.0,1037.0,280.0,서울특별시 강북구 한천로 1038 (수유동) ,37.6402,127.027,14.4,1.3,16399642.857142856,328.0
10781,강화본점,북인천팀,직영점,영업,2018-09-20,314.0,296.0,18.0,1031.9,274.0,인천광역시 강화군 강화읍 중앙로 6 ,37.7425,126.4918,10.7,0.6,11902857.142857144,238.0
11159,강화온수리점,북인천팀,직영점,영업,2025-02-21,170.0,161.0,9.0,754.18,148.0,인천광역시 강화군 길상면 길상로 294 ,37.6374,126.4943,4.7,0.3,5405196.428571428,108.0
10644,개봉역남부점,관악팀,직영점,영업,2016-10-26,150.0,130.0,20.0,478.0,122.0,서울특별시 구로구 남부순환로97길 3 (개봉동) 지하1층,37.494,126.8583,9.8,0.4,10170803.57142857,203.0
10278,개봉역점,관악팀,직영점,영업,2010-12-14,128.0,125.0,3.0,417.0,114.0,서울특별시 구로구 경인로40길 41 (개봉동) ,37.495,126.859,10.0,0.5,11513535.714285716,230.0
11074,개포동점,강남팀,직영점,영업,2023-10-13,215.0,193.0,22.0,774.55,187.0,서울특별시 강남구 선릉로 30 (개포동) ,37.4825,127.0612,6.0,1.3,6461142.857142857,129.0
10941,거제고현2호점,창원팀,직영점,영업,2020-07-31,214.0,190.0,24.0,945.66,177.0,경상남도 거제시 거제중앙로 1868-2 (고현동) ,34.8855,128.6248,8.9,0.8,12171642.857142856,243.0
11026,거제수월점,창원팀,직영점,영업,2022-09-23,279.0,260.0,19.0,944.79,240.0,경상남도 거제시 거제대로 4523(수월동) ,34.8945,128.6413,9.9,0.5,11533125.0,231.0
10729,거제옥포2호점,창원팀,직영점,영업,2018-06-30,422.0,382.0,40.0,1414.0,353.0,경상남도 거제시 옥포대첩로 42 (옥포동) ,34.8936,128.6922,14.9,0.8,19367839.285714287,387.0
10308,거창대동점,대구팀,직영점,영업,2011-04-11,188.0,180.0,8.0,595.0,167.0,경상남도 거창군 거창읍 거창대로 59 ,35.6868,127.9159,6.2,0.5,6511517.857142857,130.0
11083,거창송정점,대구팀,직영점,영업,2023-11-24,302.0,281.0,21.0,999.0,259.0,경상남도 거창군 거창읍 거함대로 3106 ,35.6796,127.9016,12.5,0.8,13483142.857142856,270.0
10481,건대입구점,구리팀,직영점,영업,2013-02-12,85.0,85.0,0.0,426.0,81.0,서울특별시 광진구 아차산로 225 (화양동) ,37.5409,127.0685,8.5,0.8,10112375.0,202.0
10689,경기광주본점,용인팀,직영점,영업,2017-11-12,330.0,310.0,20.0,554.0,281.0,경기도 광주시 광주대로 17 (역동) ,37.4082,127.2605,17.2,1.1,21930660.714285713,439.0
11150,경기광주양벌동점,용인팀,직영점,영업,2024-11-29,261.0,238.0,23.0,897.6,232.0,경기도 광주시 양벌로 320-4 (양벌동) ,37.3713,127.2464,9.9,0.5,9995946.42857143,200.0
11036,경기광주중대점,용인팀,직영점,영업,2022-12-23,260.0,233.0,27.0,826.16,220.0,경기도 광주시 순암로 360(중대동) ,37.405,127.2135,8.2,0.8,8301928.571428572,166.0
