temperature_2m_min,temperature_2m_max,precipitation_sum,snowfall_sum,rain_sum,wind_speed_10m_max,relative_humidity_2m_mean,soil_temperature_0_to_7cm_mean,평수,실평수,진열평수,창고,계약면적(㎡),매장인원,입고도우미PO,일평균매출,일평균물동량,형태,매장명,지역,위도,경도,매장,발생일시,incident_id,label
5.1,22.6,0.0,0.0,0.0,19.0,61,12.2,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2025-03-26,NEG-10037.0-2025-03-26,0
-1.5,13.1,0.0,0.0,0.0,9.7,66,4.6,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2025-03-09,NEG-10037.0-2025-03-09,0
-9.1,-2.6,0.3,0.21,0.0,11.0,76,-1.3,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2025-02-05,NEG-10037.0-2025-02-05,0
22.6,32.2,0.5,0.0,0.5,10.8,82,28.0,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2024-09-13,NEG-10037.0-2024-09-13,0
21.9,26.9,42.0,0.0,42.0,29.2,90,24.4,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2024-07-10,NEG-10037.0-2024-07-10,0
22.2,30.3,19.9,0.0,19.9,22.8,90,25.1,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2024-07-20,NEG-10037.0-2024-07-20,0
5.6,19.6,0.0,0.0,0.0,14.8,59,11.8,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-03-24,NEG-10041.0-2024-03-24,0
21.9,27.2,76.4,0.0,76.4,23.2,93,24.7,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-07-17,NEG-10041.0-2024-07-17,0
-4.2,2.2,0.0,0.0,0.0,10.9,60,1.0,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-12-03,NEG-10041.0-2024-12-03,0
-6.1,-2.6,0.0,0.0,0.0,14.9,45,-0.0,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2025-01-15,NEG-10041.0-2025-01-15,0
9.3,19.5,0.1,0.0,0.1,13.5,80,15.2,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-04-25,NEG-10041.0-2024-04-25,0
23.0,28.9,1.6,0.0,1.6,17.4,89,25.5,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-07-19,NEG-10041.0-2024-07-19,0
12.9,22.6,0.0,0.0,0.0,20.0,73,20.4,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-05-31,NEG-10041.0-2024-05-31,0
-7.1,-1.4,0.0,0.0,0.0,9.8,46,-0.6,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-12-18,NEG-10041.0-2024-12-18,0
-1.8,5.3,2.1,1.47,0.0,13.0,80,2.6,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-02-25,NEG-10041.0-2024-02-25,0
-6.2,3.4,0.0,0.0,0.0,14.8,68,-1.1,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-01-12,NEG-10041.0-2024-01-12,0
0.5,14.4,0.0,0.0,0.0,10.2,57,9.2,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-03-31,NEG-10041.0-2024-03-31,0
8.6,23.4,0.0,0.0,0.0,13.7,75,16.3,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-04-26,NEG-10041.0-2024-04-26,0
14.5,21.0,1.0,0.0,1.0,17.2,86,18.6,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-05-20,NEG-10041.0-2024-05-20,0
7.1,20.4,0.0,0.0,0.0,10.9,49,13.4,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-04-08,NEG-10041.0-2024-04-08,0
14.3,28.7,0.0,0.0,0.0,19.4,58,23.4,158.0,144.0,124.0,14.0,595.04,12.9,1.2,15415214.285714284,308.0,직영점,신림점,관악팀,37.4714,126.9336,10041.0,2024-06-05,NEG-10041.0-2024-06-05,0
9.2,20.3,0.9,0.0,0.9,15.3,79,15.4,178.0,146.0,126.0,32.0,565.0,8.5,0.4,11191089.285714284,224.0,직영점,전북대점,전북팀,35.8427,127.1262,10045.0,2024-11-04,NEG-10045.0-2024-11-04,0
10.0,22.5,0.0,0.0,0.0,10.5,80,16.4,178.0,146.0,126.0,32.0,565.0,8.5,0.4,11191089.285714284,224.0,직영점,전북대점,전북팀,35.8427,127.1262,10045.0,2024-10-04,NEG-10045.0-2024-10-04,0
0.4,14.1,0.0,0.0,0.0,11.7,74,7.3,178.0,146.0,126.0,32.0,565.0,8.5,0.4,11191089.285714284,224.0,직영점,전북대점,전북팀,35.8427,127.1262,10045.0,2025-11-22,NEG-10045.0-2025-11-22,0
5.4,20.4,0.0,0.0,0.0,8.7,76,12.3,178.0,146.0,126.0,32.0,565.0,8.5,0.4,11191089.285714284,224.0,직영점,전북대점,전북팀,35.8427,127.1262,10045.0,2024-11-13,NEG-10045.0-2024-11-13,0
-1.9,14.6,0.0,0.0,0.0,15.5,69,5.8,178.0,146.0,126.0,32.0,565.0,8.5,0.4,11191089.285714284,224.0,직영점,전북대점,전북팀,35.8427,127.1262,10045.0,2025-11-29,NEG-10045.0-2025-11-29,0
16.9,24.2,0.0,0.0,0.0,9.6,81,21.3,178.0,146.0,126.0,32.0,565.0,8.5,0.4,11191089.285714284,224.0,직영점,전북대점,전북팀,35.8427,127.1262,10045.0,2025-09-29,NEG-10045.0-2025-09-29,0
-6.2,0.8,0.0,0.0,0.0,17.8,59,-0.1,71.0,71.0,67.0,0.0,213.0,8.8,1.1,10223518.51851852,204.0,직영점,대전중앙로역점,대전팀,36.328,127.4241,10065.0,2024-12-22,NEG-10065.0-2024-12-22,0
-3.0,5.7,0.0,0.0,0.0,10.6,62,0.7,71.0,71.0,67.0,0.0,213.0,8.8,1.1,10223518.51851852,204.0,직영점,대전중앙로역점,대전팀,36.328,127.4241,10065.0,2025-01-02,NEG-10065.0-2025-01-02,0
-4.1,4.6,0.0,0.0,0.0,15.3,69,0.3,71.0,71.0,67.0,0.0,213.0,8.8,1.1,10223518.51851852,204.0,직영점,대전중앙로역점,대전팀,36.328,127.4241,10065.0,2025-01-13,NEG-10065.0-2025-01-13,0
23.0,30.2,28.4,0.0,28.4,18.6,87,26.4,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2025-07-20,NEG-10082.0-2025-07-20,0
19.3,23.2,1.7,0.0,1.7,14.3,92,22.0,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2025-06-21,NEG-10082.0-2025-06-21,0
5.4,16.2,0.0,0.0,0.0,13.3,69,10.5,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2025-11-13,NEG-10082.0-2025-11-13,0
12.3,26.1,0.0,0.0,0.0,11.1,62,20.8,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2025-05-26,NEG-10082.0-2025-05-26,0
16.0,24.5,10.8,0.0,10.8,11.7,81,18.9,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2025-10-15,NEG-10082.0-2025-10-15,0
15.8,22.1,1.6,0.0,1.6,11.2,86,19.4,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2025-10-12,NEG-10082.0-2025-10-12,0
-3.0,8.5,0.0,0.0,0.0,8.2,78,0.8,82.3,75.3,64.3,7.0,462.0,4.2,0.5,4631285.714285715,93.0,직영점,안양역점,관악팀,37.4025,126.9222,10086.0,2024-02-17,NEG-10086.0-2024-02-17,0
2.3,12.2,10.4,0.0,10.4,17.5,96,8.3,82.3,75.3,64.3,7.0,462.0,4.2,0.5,4631285.714285715,93.0,직영점,안양역점,관악팀,37.4025,126.9222,10086.0,2024-02-19,NEG-10086.0-2024-02-19,0
1.5,7.3,0.0,0.0,0.0,19.2,68,2.5,82.3,75.3,64.3,7.0,462.0,4.2,0.5,4631285.714285715,93.0,직영점,안양역점,관악팀,37.4025,126.9222,10086.0,2024-01-19,NEG-10086.0-2024-01-19,0
4.3,16.5,0.0,0.0,0.0,16.3,67,11.3,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2024-04-06,NEG-10087.0-2024-04-06,0
8.8,18.4,0.5,0.0,0.5,15.1,80,15.8,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2025-10-19,NEG-10087.0-2025-10-19,0
-0.6,9.1,0.0,0.0,0.0,18.2,38,7.9,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2025-11-17,NEG-10087.0-2025-11-17,0
24.5,32.8,18.5,0.0,18.5,14.6,79,30.7,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2025-08-25,NEG-10087.0-2025-08-25,0
23.5,30.6,0.0,0.0,0.0,13.0,81,28.2,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2025-08-05,NEG-10087.0-2025-08-05,0
9.1,22.4,0.0,0.0,0.0,18.1,59,18.0,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2024-05-02,NEG-10087.0-2024-05-02,0
-14.7,-6.4,0.0,0.0,0.0,15.0,48,-7.6,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2026-01-22,NEG-10087.0-2026-01-22,0
-4.4,1.8,0.0,0.0,0.0,11.2,56,1.1,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2025-12-30,NEG-10087.0-2025-12-30,0
5.0,20.9,0.0,0.0,0.0,15.2,47,12.5,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2024-04-07,NEG-10087.0-2024-04-07,0
21.9,27.4,42.3,0.0,42.3,13.5,91,23.6,94.3,91.3,80.3,3.0,389.0,8.3,0.6,11048107.142857144,221.0,직영점,불광역점,신촌팀,37.6109,126.9288,10088.0,2025-07-18,NEG-10088.0-2025-07-18,0
19.3,23.6,8.1,0.0,8.1,11.3,84,21.2,94.3,91.3,80.3,3.0,389.0,8.3,0.6,11048107.142857144,221.0,직영점,불광역점,신촌팀,37.6109,126.9288,10088.0,2025-06-25,NEG-10088.0-2025-06-25,0
18.8,27.8,1.0,0.0,1.0,17.1,59,25.5,94.3,91.3,80.3,3.0,389.0,8.3,0.6,11048107.142857144,221.0,직영점,불광역점,신촌팀,37.6109,126.9288,10088.0,2025-06-07,NEG-10088.0-2025-06-07,0
21.5,27.9,60.5,0.0,60.5,21.0,93,23.7,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2025-07-19,NEG-10090.0-2025-07-19,0
1.1,14.8,1.1,0.0,1.1,17.5,72,8.2,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2024-03-30,NEG-10090.0-2024-03-30,0
23.0,30.5,8.0,0.0,8.0,12.0,86,27.1,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2025-08-30,NEG-10090.0-2025-08-30,0
21.7,36.0,0.0,0.0,0.0,12.5,50,31.5,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2025-07-12,NEG-10090.0-2025-07-12,0
-0.8,9.7,0.0,0.0,0.0,11.0,67,4.0,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2024-03-11,NEG-10090.0-2024-03-11,0
-2.5,9.9,0.0,0.0,0.0,19.2,71,4.8,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2024-03-13,NEG-10090.0-2024-03-13,0
-10.7,-3.4,0.0,0.0,0.0,11.3,34,-1.9,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2023-12-18,NEG-10090.0-2023-12-18,0
-5.6,5.4,0.0,0.0,0.0,14.5,79,-0.1,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2024-01-04,NEG-10090.0-2024-01-04,0
0.3,6.9,0.4,0.07,0.3,18.7,67,5.1,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2024-03-07,NEG-10090.0-2024-03-07,0
-2.0,10.6,0.0,0.0,0.0,7.8,85,2.0,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2025-03-09,NEG-10098.0-2025-03-09,0
-0.2,14.2,0.0,0.0,0.0,17.1,72,7.4,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2025-04-03,NEG-10098.0-2025-04-03,0
25.6,35.4,0.0,0.0,0.0,12.2,70,31.6,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2025-08-02,NEG-10098.0-2025-08-02,0
20.0,26.8,61.5,0.0,61.5,15.0,84,23.0,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2025-09-13,NEG-10098.0-2025-09-13,0
4.6,13.1,0.0,0.0,0.0,18.1,79,9.0,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2025-04-06,NEG-10098.0-2025-04-06,0
17.0,23.0,27.9,0.0,27.9,13.7,84,19.9,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2025-09-20,NEG-10098.0-2025-09-20,0
9.0,17.4,7.2,0.0,7.2,15.6,72,12.7,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2026-03-31,NEG-10099.0-2026-03-31,0
-6.6,1.1,0.0,0.0,0.0,17.0,41,-0.2,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2025-02-21,NEG-10099.0-2025-02-21,0
-4.8,5.3,0.0,0.0,0.0,10.6,60,0.5,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2026-03-08,NEG-10099.0-2026-03-08,0
-6.1,3.7,0.0,0.0,0.0,15.3,48,-0.2,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2025-02-24,NEG-10099.0-2025-02-24,0
-8.2,0.8,0.0,0.0,0.0,7.7,56,-0.9,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2025-01-12,NEG-10099.0-2025-01-12,0
-4.3,-0.1,1.6,1.05,0.1,6.0,64,-1.1,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2025-01-31,NEG-10099.0-2025-01-31,0
-4.8,3.2,0.6,0.42,0.0,8.2,58,-0.6,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2026-01-18,NEG-10099.0-2026-01-18,0
-7.1,0.9,0.0,0.0,0.0,9.5,55,-1.4,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2024-12-24,NEG-10099.0-2024-12-24,0
-3.7,2.1,0.8,0.56,0.0,5.5,68,-0.4,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2024-12-20,NEG-10099.0-2024-12-20,0
-4.8,7.1,0.0,0.0,0.0,13.4,76,0.1,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2026-02-12,NEG-10103.0-2026-02-12,0
15.4,29.6,0.0,0.0,0.0,17.7,72,23.6,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-06-10,NEG-10103.0-2024-06-10,0
18.6,31.9,27.0,0.0,27.0,19.2,70,25.0,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-06-29,NEG-10103.0-2024-06-29,0
-4.8,5.5,0.0,0.0,0.0,13.6,60,0.3,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2026-02-17,NEG-10103.0-2026-02-17,0
-11.6,-0.8,0.0,0.0,0.0,11.6,47,-5.0,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2026-01-31,NEG-10103.0-2026-01-31,0
10.6,27.4,0.0,0.0,0.0,20.0,47,19.9,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-05-04,NEG-10103.0-2024-05-04,0
21.9,23.8,39.2,0.0,39.2,10.5,85,24.0,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-06-22,NEG-10103.0-2024-06-22,0
19.5,27.0,1.5,0.0,1.5,19.6,81,24.1,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-06-24,NEG-10103.0-2024-06-24,0
25.5,31.1,0.4,0.0,0.4,24.1,81,27.5,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-07-28,NEG-10103.0-2024-07-28,0
16.2,22.5,0.0,0.0,0.0,5.4,88,19.4,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2025-09-30,NEG-10111.0-2025-09-30,0
-4.1,3.5,0.0,0.0,0.0,20.8,66,3.5,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2023-11-28,NEG-10111.0-2023-11-28,0
1.6,5.8,13.0,0.49,12.3,20.7,87,4.6,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2026-03-02,NEG-10111.0-2026-03-02,0
-8.9,-4.1,0.0,0.0,0.0,17.9,73,-2.1,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2025-01-29,NEG-10111.0-2025-01-29,0
-14.4,-8.6,0.0,0.0,0.0,22.1,41,-1.3,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2024-01-23,NEG-10111.0-2024-01-23,0
16.2,21.1,13.7,0.0,13.7,19.6,90,18.2,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2025-10-07,NEG-10111.0-2025-10-07,0
-5.1,0.2,0.0,0.0,0.0,16.2,56,0.4,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2026-01-05,NEG-10111.0-2026-01-05,0
-3.8,5.2,0.0,0.0,0.0,8.7,74,0.5,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2025-02-02,NEG-10111.0-2025-02-02,0
23.8,30.0,30.0,0.0,30.0,20.0,89,26.2,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2025-09-06,NEG-10111.0-2025-09-06,0
12.8,23.0,0.5,0.0,0.5,18.6,74,15.3,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2025-04-17,NEG-10111.0-2025-04-17,0
-4.0,5.7,0.0,0.0,0.0,15.1,70,1.6,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2024-02-01,NEG-10111.0-2024-02-01,0
-10.4,-2.2,0.0,0.0,0.0,14.5,39,-3.8,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2026-01-28,NEG-10111.0-2026-01-28,0
21.0,28.8,0.9,0.0,0.9,12.1,85,25.6,458.0,410.0,395.0,48.0,1965.0,8.9,0.8,12083857.142857144,242.0,직영점,경산하양점,대구팀,35.9115,128.8161,10120.0,2024-07-13,NEG-10120.0-2024-07-13,0
21.0,34.0,14.1,0.0,14.1,12.2,68,28.4,458.0,410.0,395.0,48.0,1965.0,8.9,0.8,12083857.142857144,242.0,직영점,경산하양점,대구팀,35.9115,128.8161,10120.0,2024-06-15,NEG-10120.0-2024-06-15,0
22.7,31.1,0.5,0.0,0.5,18.9,82,27.7,458.0,410.0,395.0,48.0,1965.0,8.9,0.8,12083857.142857144,242.0,직영점,경산하양점,대구팀,35.9115,128.8161,10120.0,2024-07-24,NEG-10120.0-2024-07-24,0
-5.7,1.5,0.0,0.0,0.0,17.3,40,-0.1,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2025-02-21,NEG-10121.0-2025-02-21,0
20.4,27.1,6.4,0.0,6.4,17.3,82,24.3,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2024-06-15,NEG-10121.0-2024-06-15,0
0.2,10.5,1.9,0.0,1.9,11.0,84,1.7,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2025-03-01,NEG-10121.0-2025-03-01,0
-5.2,3.0,0.0,0.0,0.0,13.5,49,-0.0,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2025-02-24,NEG-10121.0-2025-02-24,0
9.1,22.0,0.0,0.0,0.0,15.7,75,15.7,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2024-05-17,NEG-10121.0-2024-05-17,0
-4.0,5.7,0.0,0.0,0.0,10.3,74,0.2,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2025-02-02,NEG-10121.0-2025-02-02,0
-0.9,5.7,0.1,0.0,0.1,9.6,83,0.3,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2025-01-20,NEG-10121.0-2025-01-20,0
9.3,26.0,0.0,0.0,0.0,10.9,69,17.9,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2024-04-28,NEG-10121.0-2024-04-28,0
-5.2,5.5,0.0,0.0,0.0,16.4,59,3.4,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2024-03-09,NEG-10121.0-2024-03-09,0
9.2,20.1,0.5,0.0,0.5,13.0,72,14.2,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2024-04-11,NEG-10121.0-2024-04-11,0
-0.3,9.4,0.0,0.0,0.0,18.1,66,5.9,135.0,109.0,98.0,26.0,475.0,12.9,0.8,14517750.0,290.0,직영점,오류동점,관악팀,37.4964,126.8439,10121.0,2024-03-06,NEG-10121.0-2024-03-06,0
