temperature_2m_min,temperature_2m_max,precipitation_sum,snowfall_sum,rain_sum,wind_speed_10m_max,relative_humidity_2m_mean,soil_temperature_0_to_7cm_mean,평수,실평수,진열평수,창고,계약면적(㎡),매장인원,입고도우미PO,일평균매출,일평균물동량,형태,매장명,지역,위도,경도,매장,발생일시,incident_id,label
14.4,28.4,0.0,0.0,0.0,10.1,55,22.8,210.0,190.0,172.0,20.0,670.0,9.1,1.1,10982178.57142857,220.0,직영점,오산점,평택팀,37.1467,127.0696,10566.0,2025-05-30,NEG-10566.0-2025-05-30,0
18.5,32.9,0.7,0.0,0.7,19.4,68,25.3,210.0,190.0,172.0,20.0,670.0,9.1,1.1,10982178.57142857,220.0,직영점,오산점,평택팀,37.1467,127.0696,10566.0,2025-06-19,NEG-10566.0-2025-06-19,0
24.3,31.6,0.8,0.0,0.8,15.6,82,27.2,210.0,190.0,172.0,20.0,670.0,9.1,1.1,10982178.57142857,220.0,직영점,오산점,평택팀,37.1467,127.0696,10566.0,2025-07-03,NEG-10566.0-2025-07-03,0
10.1,17.7,15.1,0.0,15.1,23.8,78,15.7,135.0,125.0,116.0,10.0,826.0,7.3,0.6,8107660.714285715,162.0,직영점,오목교점,신촌팀,37.5238,126.8751,10567.0,2024-04-15,NEG-10567.0-2024-04-15,0
0.3,15.8,0.0,0.0,0.0,14.0,69,8.6,135.0,125.0,116.0,10.0,826.0,7.3,0.6,8107660.714285715,162.0,직영점,오목교점,신촌팀,37.5238,126.8751,10567.0,2024-03-16,NEG-10567.0-2024-03-16,0
-12.2,-4.3,0.0,0.0,0.0,24.2,51,-0.3,135.0,125.0,116.0,10.0,826.0,7.3,0.6,8107660.714285715,162.0,직영점,오목교점,신촌팀,37.5238,126.8751,10567.0,2024-01-22,NEG-10567.0-2024-01-22,0
14.1,28.4,0.0,0.0,0.0,19.5,52,23.0,135.0,125.0,116.0,10.0,826.0,7.3,0.6,8107660.714285715,162.0,직영점,오목교점,신촌팀,37.5238,126.8751,10567.0,2024-06-04,NEG-10567.0-2024-06-04,0
-2.0,0.9,6.5,4.55,0.0,22.6,79,1.3,135.0,125.0,116.0,10.0,826.0,7.3,0.6,8107660.714285715,162.0,직영점,오목교점,신촌팀,37.5238,126.8751,10567.0,2024-02-22,NEG-10567.0-2024-02-22,0
9.6,21.1,0.0,0.0,0.0,21.5,74,15.9,135.0,125.0,116.0,10.0,826.0,7.3,0.6,8107660.714285715,162.0,직영점,오목교점,신촌팀,37.5238,126.8751,10567.0,2024-05-12,NEG-10567.0-2024-05-12,0
23.1,29.5,1.4,0.0,1.4,17.3,89,27.2,230.0,210.0,199.0,20.0,1367.0,16.5,1.5,20944482.14285714,419.0,직영점,신림3호점,관악팀,37.4826,126.9303,10569.0,2024-08-24,NEG-10569.0-2024-08-24,0
9.0,17.0,0.0,0.0,0.0,23.0,60,15.0,230.0,210.0,199.0,20.0,1367.0,16.5,1.5,20944482.14285714,419.0,직영점,신림3호점,관악팀,37.4826,126.9303,10569.0,2024-10-20,NEG-10569.0-2024-10-20,0
23.0,27.2,2.1,0.0,2.1,24.6,84,25.6,230.0,210.0,199.0,20.0,1367.0,16.5,1.5,20944482.14285714,419.0,직영점,신림3호점,관악팀,37.4826,126.9303,10569.0,2024-09-05,NEG-10569.0-2024-09-05,0
5.6,7.2,4.3,0.0,4.3,16.6,73,7.1,292.1,249.8,229.8,42.3,929.0,15.5,1.1,13328160.714285716,267.0,직영점,강릉중앙점,강릉속초팀,37.7535,128.897,10570.0,2026-03-01,NEG-10570.0-2026-03-01,0
15.8,24.3,0.0,0.0,0.0,14.5,68,20.4,292.1,249.8,229.8,42.3,929.0,15.5,1.1,13328160.714285716,267.0,직영점,강릉중앙점,강릉속초팀,37.7535,128.897,10570.0,2024-05-31,NEG-10570.0-2024-05-31,0
11.3,24.0,0.0,0.0,0.0,21.3,65,16.4,292.1,249.8,229.8,42.3,929.0,15.5,1.1,13328160.714285716,267.0,직영점,강릉중앙점,강릉속초팀,37.7535,128.897,10570.0,2024-04-19,NEG-10570.0-2024-04-19,0
-4.1,10.6,2.4,0.0,2.4,23.3,76,5.2,292.1,249.8,229.8,42.3,929.0,15.5,1.1,13328160.714285716,267.0,직영점,강릉중앙점,강릉속초팀,37.7535,128.897,10570.0,2026-03-05,NEG-10570.0-2026-03-05,0
16.1,21.3,18.6,0.0,18.6,16.4,80,17.3,292.1,249.8,229.8,42.3,929.0,15.5,1.1,13328160.714285716,267.0,직영점,강릉중앙점,강릉속초팀,37.7535,128.897,10570.0,2024-05-05,NEG-10570.0-2024-05-05,0
1.8,8.4,0.0,0.0,0.0,16.5,77,4.4,292.1,249.8,229.8,42.3,929.0,15.5,1.1,13328160.714285716,267.0,직영점,강릉중앙점,강릉속초팀,37.7535,128.897,10570.0,2025-12-24,NEG-10570.0-2025-12-24,0
8.7,22.7,0.0,0.0,0.0,17.8,67,16.3,170.0,160.0,149.0,10.0,1022.0,8.8,0.8,9669250.0,193.0,직영점,가락시장역점,강남팀,37.4938,127.1205,10575.0,2024-05-10,NEG-10575.0-2024-05-10,0
11.3,17.1,1.4,0.0,1.4,7.8,81,14.1,170.0,160.0,149.0,10.0,1022.0,8.8,0.8,9669250.0,193.0,직영점,가락시장역점,강남팀,37.4938,127.1205,10575.0,2025-10-25,NEG-10575.0-2025-10-25,0
20.4,24.4,31.8,0.0,31.8,13.3,93,22.8,170.0,160.0,149.0,10.0,1022.0,8.8,0.8,9669250.0,193.0,직영점,가락시장역점,강남팀,37.4938,127.1205,10575.0,2025-09-17,NEG-10575.0-2025-09-17,0
-1.9,6.2,0.0,0.0,0.0,7.6,55,2.6,170.0,160.0,149.0,10.0,1022.0,8.8,0.8,9669250.0,193.0,직영점,가락시장역점,강남팀,37.4938,127.1205,10575.0,2025-11-19,NEG-10575.0-2025-11-19,0
15.9,25.0,1.7,0.0,1.7,16.5,67,20.4,170.0,160.0,149.0,10.0,1022.0,8.8,0.8,9669250.0,193.0,직영점,가락시장역점,강남팀,37.4938,127.1205,10575.0,2024-06-01,NEG-10575.0-2024-06-01,0
12.5,22.0,0.1,0.0,0.1,14.0,49,18.1,170.0,160.0,149.0,10.0,1022.0,8.8,0.8,9669250.0,193.0,직영점,가락시장역점,강남팀,37.4938,127.1205,10575.0,2024-05-01,NEG-10575.0-2024-05-01,0
23.4,27.8,38.2,0.0,38.2,21.7,96,26.1,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-07-20,NEG-10579.0-2024-07-20,0
10.6,21.6,0.0,0.0,0.0,18.5,66,16.3,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-04-14,NEG-10579.0-2024-04-14,0
17.3,26.0,0.5,0.0,0.5,25.4,62,23.2,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-05-31,NEG-10579.0-2024-05-31,0
3.5,13.1,1.3,0.0,1.3,15.4,71,6.9,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2025-12-23,NEG-10579.0-2025-12-23,0
14.0,24.3,0.0,0.0,0.0,18.4,75,22.4,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-06-05,NEG-10579.0-2024-06-05,0
5.2,16.2,1.8,0.0,1.8,22.1,90,10.1,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2025-12-20,NEG-10579.0-2025-12-20,0
18.6,20.8,28.2,0.0,28.2,26.0,90,20.5,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-06-08,NEG-10579.0-2024-06-08,0
11.8,19.8,8.4,0.0,8.4,21.3,72,15.5,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2025-11-09,NEG-10579.0-2025-11-09,0
19.1,29.8,0.0,0.0,0.0,17.0,59,27.3,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-06-13,NEG-10579.0-2024-06-13,0
0.9,11.4,0.0,0.0,0.0,20.4,49,9.2,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-03-21,NEG-10579.0-2024-03-21,0
23.5,27.0,0.0,0.0,0.0,17.5,92,26.9,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-07-06,NEG-10579.0-2024-07-06,0
25.6,29.2,0.1,0.0,0.1,17.4,91,28.3,180.0,169.0,156.0,11.0,610.0,10.5,1.1,8948839.285714285,179.0,직영점,여수여천점,전남팀,34.7647,127.6633,10579.0,2024-07-28,NEG-10579.0-2024-07-28,0
23.2,29.2,22.8,0.0,22.8,20.7,91,25.9,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2025-09-01,NEG-10582.0-2025-09-01,0
9.7,17.4,16.2,0.0,16.2,14.4,79,15.0,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-04-24,NEG-10582.0-2024-04-24,0
25.2,33.9,0.2,0.0,0.2,9.9,78,29.4,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2025-08-24,NEG-10582.0-2025-08-24,0
19.5,35.5,0.0,0.0,0.0,18.4,52,28.7,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-06-20,NEG-10582.0-2024-06-20,0
6.9,16.6,0.1,0.0,0.1,14.3,62,13.7,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-04-05,NEG-10582.0-2024-04-05,0
6.6,17.8,4.3,0.0,4.3,17.7,74,13.1,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-05-16,NEG-10582.0-2024-05-16,0
8.7,27.5,0.0,0.0,0.0,9.0,62,18.5,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-04-28,NEG-10582.0-2024-04-28,0
14.3,23.9,0.0,0.0,0.0,5.8,61,19.0,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-05-30,NEG-10582.0-2024-05-30,0
12.7,27.1,0.0,0.0,0.0,15.6,55,21.2,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-06-03,NEG-10582.0-2024-06-03,0
20.4,30.7,0.1,0.0,0.1,12.6,79,25.4,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-07-01,NEG-10582.0-2024-07-01,0
12.8,22.6,0.2,0.0,0.2,12.1,48,18.9,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2024-05-01,NEG-10582.0-2024-05-01,0
16.9,22.9,39.0,0.0,39.0,11.2,85,19.9,340.0,300.0,278.0,40.0,1973.55,18.5,1.1,24247232.14285714,485.0,직영점,분당서현점,강동팀,37.3841,127.1216,10582.0,2025-09-20,NEG-10582.0-2025-09-20,0
23.8,30.2,1.3,0.0,1.3,8.4,88,27.5,170.0,160.0,149.0,10.0,746.0,15.4,1.3,17745178.57142857,355.0,직영점,시흥사거리점,관악팀,37.4544,126.9012,10583.0,2024-09-18,NEG-10583.0-2024-09-18,0
-3.5,5.8,0.0,0.0,0.0,27.2,55,3.6,170.0,160.0,149.0,10.0,746.0,15.4,1.3,17745178.57142857,355.0,직영점,시흥사거리점,관악팀,37.4544,126.9012,10583.0,2024-03-08,NEG-10583.0-2024-03-08,0
-2.1,6.2,0.3,0.21,0.0,19.7,68,2.1,170.0,160.0,149.0,10.0,746.0,15.4,1.3,17745178.57142857,355.0,직영점,시흥사거리점,관악팀,37.4544,126.9012,10583.0,2024-02-23,NEG-10583.0-2024-02-23,0
11.4,20.8,0.0,0.0,0.0,9.5,74,16.8,170.0,160.0,149.0,10.0,746.0,15.4,1.3,17745178.57142857,355.0,직영점,시흥사거리점,관악팀,37.4544,126.9012,10583.0,2024-10-12,NEG-10583.0-2024-10-12,0
0.2,3.8,3.0,1.26,1.2,23.6,73,1.3,170.0,160.0,149.0,10.0,746.0,15.4,1.3,17745178.57142857,355.0,직영점,시흥사거리점,관악팀,37.4544,126.9012,10583.0,2024-01-20,NEG-10583.0-2024-01-20,0
25.8,30.9,0.5,0.0,0.5,30.0,83,27.7,170.0,160.0,149.0,10.0,746.0,15.4,1.3,17745178.57142857,355.0,직영점,시흥사거리점,관악팀,37.4544,126.9012,10583.0,2024-07-28,NEG-10583.0-2024-07-28,0
23.8,33.0,5.5,0.0,5.5,10.2,80,27.5,150.0,145.0,136.0,5.0,511.0,9.8,0.8,12370642.857142856,247.0,직영점,암사역점,강동팀,37.5507,127.1275,10584.0,2024-09-11,NEG-10584.0-2024-09-11,0
3.0,14.8,0.0,0.0,0.0,9.2,77,7.5,150.0,145.0,136.0,5.0,511.0,9.8,0.8,12370642.857142856,247.0,직영점,암사역점,강동팀,37.5507,127.1275,10584.0,2024-11-08,NEG-10584.0-2024-11-08,0
9.9,20.9,0.0,0.0,0.0,5.0,70,15.7,150.0,145.0,136.0,5.0,511.0,9.8,0.8,12370642.857142856,247.0,직영점,암사역점,강동팀,37.5507,127.1275,10584.0,2024-10-05,NEG-10584.0-2024-10-05,0
-8.1,0.7,0.0,0.0,0.0,16.8,42,0.4,152.0,134.0,107.0,18.0,639.0,8.2,0.5,9457785.714285716,189.0,직영점,인하대점,남인천팀,37.4515,126.6563,10585.0,2024-01-15,NEG-10585.0-2024-01-15,0
-1.0,5.7,2.4,1.47,0.3,14.2,80,2.7,152.0,134.0,107.0,18.0,639.0,8.2,0.5,9457785.714285716,189.0,직영점,인하대점,남인천팀,37.4515,126.6563,10585.0,2024-02-25,NEG-10585.0-2024-02-25,0
7.1,17.1,0.0,0.0,0.0,21.3,75,11.2,152.0,134.0,107.0,18.0,639.0,8.2,0.5,9457785.714285716,189.0,직영점,인하대점,남인천팀,37.4515,126.6563,10585.0,2024-03-23,NEG-10585.0-2024-03-23,0
22.0,27.6,60.0,0.0,60.0,22.8,93,23.9,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-07-19,NEG-10586.0-2025-07-19,0
2.7,15.8,0.0,0.0,0.0,9.2,75,9.6,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-10-29,NEG-10586.0-2025-10-29,0
6.3,19.3,0.0,0.0,0.0,29.2,64,12.5,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-05-04,NEG-10586.0-2025-05-04,0
18.3,23.2,3.5,0.0,3.5,21.3,82,19.9,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-10-03,NEG-10586.0-2025-10-03,0
22.5,27.5,5.6,0.0,5.6,13.6,90,24.0,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-07-18,NEG-10586.0-2025-07-18,0
-2.3,6.3,0.0,0.0,0.0,16.3,59,4.6,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-11-28,NEG-10586.0-2025-11-28,0
17.6,24.5,16.4,0.0,16.4,15.5,90,19.4,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-05-16,NEG-10586.0-2025-05-16,0
17.5,22.0,11.1,0.0,11.1,16.3,82,20.1,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-09-19,NEG-10586.0-2025-09-19,0
19.2,29.5,0.1,0.0,0.1,13.4,82,22.8,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-05-21,NEG-10586.0-2025-05-21,0
-3.3,9.9,0.0,0.0,0.0,10.3,73,0.1,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-12-19,NEG-10586.0-2025-12-19,0
19.5,27.8,1.7,0.0,1.7,19.9,81,23.6,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-06-17,NEG-10586.0-2025-06-17,0
-5.3,3.2,0.0,0.0,0.0,12.5,56,2.0,355.0,340.0,318.0,15.0,1323.0,14.1,1.1,15552875.0,311.0,직영점,안성공도점,평택팀,36.9938,127.1388,10586.0,2025-12-30,NEG-10586.0-2025-12-30,0
21.2,27.9,3.0,0.0,3.0,9.2,86,25.1,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-09-07,NEG-10589.0-2025-09-07,0
9.8,20.1,0.4,0.0,0.4,17.6,77,14.7,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-05-19,NEG-10589.0-2025-05-19,0
-1.9,5.1,0.0,0.0,0.0,13.7,69,3.6,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-11-28,NEG-10589.0-2025-11-28,0
21.9,30.1,0.3,0.0,0.3,7.3,81,26.6,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-08-08,NEG-10589.0-2025-08-08,0
-0.4,10.9,0.1,0.0,0.1,10.6,88,-0.1,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-12-07,NEG-10589.0-2025-12-07,0
7.6,18.5,0.0,0.0,0.0,22.6,63,12.8,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-04-28,NEG-10589.0-2025-04-28,0
-8.2,2.1,0.0,0.0,0.0,4.9,56,-1.3,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-12-27,NEG-10589.0-2025-12-27,0
24.5,33.0,0.2,0.0,0.2,8.7,79,28.7,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-08-23,NEG-10589.0-2025-08-23,0
17.3,26.2,0.0,0.0,0.0,21.0,57,23.5,240.0,220.0,200.0,20.0,955.0,6.8,0.8,7206982.142857143,144.0,직영점,하남시청점,강동팀,37.54,127.2134,10589.0,2025-06-03,NEG-10589.0-2025-06-03,0
-4.0,7.8,0.0,0.0,0.0,7.0,78,0.5,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-02-17,NEG-10590.0-2024-02-17,0
12.0,23.9,0.0,0.0,0.0,14.1,77,16.5,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-05-18,NEG-10590.0-2024-05-18,0
-5.8,3.2,0.0,0.0,0.0,7.5,42,-0.7,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-01-13,NEG-10590.0-2024-01-13,0
19.2,34.8,0.0,0.0,0.0,20.8,50,26.8,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-06-20,NEG-10590.0-2024-06-20,0
23.0,29.5,1.0,0.0,1.0,9.8,87,26.2,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-08-26,NEG-10590.0-2024-08-26,0
24.7,28.0,92.3,0.0,92.3,22.3,96,26.1,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-08-21,NEG-10590.0-2024-08-21,0
23.9,30.7,1.3,0.0,1.3,7.1,87,26.9,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-08-25,NEG-10590.0-2024-08-25,0
17.2,24.4,0.0,0.0,0.0,15.0,70,19.5,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-05-25,NEG-10590.0-2024-05-25,0
-1.6,6.4,1.5,0.42,0.9,16.6,65,3.9,156.0,143.0,130.0,13.0,462.0,13.2,1.1,15593589.285714284,312.0,직영점,방학역점,강북팀,37.6666,127.0434,10590.0,2024-03-07,NEG-10590.0-2024-03-07,0
15.8,26.6,0.2,0.0,0.2,16.6,64,23.1,416.0,357.0,344.0,59.0,2728.0,12.0,0.5,14857125.0,297.0,직영점,부산연제점,동부산팀,35.1748,129.0826,10591.0,2024-06-01,NEG-10591.0-2024-06-01,0
11.3,19.9,1.1,0.0,1.1,18.7,86,16.4,416.0,357.0,344.0,59.0,2728.0,12.0,0.5,14857125.0,297.0,직영점,부산연제점,동부산팀,35.1748,129.0826,10591.0,2024-04-30,NEG-10591.0-2024-04-30,0
10.1,19.2,0.0,0.0,0.0,13.8,78,15.6,416.0,357.0,344.0,59.0,2728.0,12.0,0.5,14857125.0,297.0,직영점,부산연제점,동부산팀,35.1748,129.0826,10591.0,2025-04-23,NEG-10591.0-2025-04-23,0
12.6,20.5,19.0,0.0,19.0,25.4,84,16.0,416.0,357.0,344.0,59.0,2728.0,12.0,0.5,14857125.0,297.0,직영점,부산연제점,동부산팀,35.1748,129.0826,10591.0,2025-05-01,NEG-10591.0-2025-05-01,0
10.9,24.5,0.0,0.0,0.0,15.2,71,20.5,416.0,357.0,344.0,59.0,2728.0,12.0,0.5,14857125.0,297.0,직영점,부산연제점,동부산팀,35.1748,129.0826,10591.0,2024-05-29,NEG-10591.0-2024-05-29,0
12.4,19.0,0.0,0.0,0.0,29.8,75,15.9,416.0,357.0,344.0,59.0,2728.0,12.0,0.5,14857125.0,297.0,직영점,부산연제점,동부산팀,35.1748,129.0826,10591.0,2025-05-10,NEG-10591.0-2025-05-10,0
17.0,25.6,0.0,0.0,0.0,11.8,80,22.5,290.38,261.24,241.24,29.14,992.74,19.0,1.1,22210553.57142857,444.0,직영점,발산역점,일산팀,37.558,126.8384,10592.0,2025-06-22,NEG-10592.0-2025-06-22,0
24.5,30.6,3.2,0.0,3.2,12.6,84,27.9,290.38,261.24,241.24,29.14,992.74,19.0,1.1,22210553.57142857,444.0,직영점,발산역점,일산팀,37.558,126.8384,10592.0,2025-08-20,NEG-10592.0-2025-08-20,0
26.0,36.6,0.0,0.0,0.0,5.3,71,30.3,290.38,261.24,241.24,29.14,992.74,19.0,1.1,22210553.57142857,444.0,직영점,발산역점,일산팀,37.558,126.8384,10592.0,2025-07-26,NEG-10592.0-2025-07-26,0
7.1,17.8,0.0,0.0,0.0,17.3,64,14.0,290.38,261.24,241.24,29.14,992.74,19.0,1.1,22210553.57142857,444.0,직영점,발산역점,일산팀,37.558,126.8384,10592.0,2024-04-10,NEG-10592.0-2024-04-10,0
8.9,22.0,0.0,0.0,0.0,15.5,78,15.7,290.38,261.24,241.24,29.14,992.74,19.0,1.1,22210553.57142857,444.0,직영점,발산역점,일산팀,37.558,126.8384,10592.0,2024-05-17,NEG-10592.0-2024-05-17,0
-1.6,9.6,0.0,0.0,0.0,14.6,62,5.6,290.38,261.24,241.24,29.14,992.74,19.0,1.1,22210553.57142857,444.0,직영점,발산역점,일산팀,37.558,126.8384,10592.0,2024-03-21,NEG-10592.0-2024-03-21,0
-6.2,3.7,0.0,0.0,0.0,10.7,55,-0.6,490.0,450.0,428.0,40.0,1681.0,10.3,0.9,11810285.714285716,236.0,직영점,일산풍동점,일산팀,37.6617,126.7992,10593.0,2024-01-13,NEG-10593.0-2024-01-13,0
-1.5,7.7,1.3,0.14,1.1,15.5,62,4.3,490.0,450.0,428.0,40.0,1681.0,10.3,0.9,11810285.714285716,236.0,직영점,일산풍동점,일산팀,37.6617,126.7992,10593.0,2024-03-07,NEG-10593.0-2024-03-07,0
-3.4,9.3,0.0,0.0,0.0,10.3,60,0.3,490.0,450.0,428.0,40.0,1681.0,10.3,0.9,11810285.714285716,236.0,직영점,일산풍동점,일산팀,37.6617,126.7992,10593.0,2024-01-31,NEG-10593.0-2024-01-31,0
-5.3,1.2,0.0,0.0,0.0,16.6,59,0.0,200.0,195.0,175.0,5.0,656.0,10.0,0.6,13289428.57142857,266.0,직영점,사가정2호점,구리팀,37.5786,127.0863,10594.0,2026-01-07,NEG-10594.0-2026-01-07,0
-2.7,4.8,0.0,0.0,0.0,12.1,46,4.1,200.0,195.0,175.0,5.0,656.0,10.0,0.6,13289428.57142857,266.0,직영점,사가정2호점,구리팀,37.5786,127.0863,10594.0,2025-11-18,NEG-10594.0-2025-11-18,0
-0.6,9.1,0.0,0.0,0.0,18.1,36,8.2,200.0,195.0,175.0,5.0,656.0,10.0,0.6,13289428.57142857,266.0,직영점,사가정2호점,구리팀,37.5786,127.0863,10594.0,2025-11-17,NEG-10594.0-2025-11-17,0
-11.0,1.2,0.0,0.0,0.0,9.1,56,-4.0,360.0,339.0,310.0,21.0,0.0,19.0,2.1,30022035.714285713,600.0,직영점,신촌본점,신촌팀,37.5553,126.9355,10595.0,2026-02-09,NEG-10595.0-2026-02-09,0
-3.8,2.3,2.3,1.47,0.2,21.1,77,0.0,360.0,339.0,310.0,21.0,0.0,19.0,2.1,30022035.714285713,600.0,직영점,신촌본점,신촌팀,37.5553,126.9355,10595.0,2025-02-12,NEG-10595.0-2025-02-12,0
