temperature_2m_min,temperature_2m_max,precipitation_sum,snowfall_sum,rain_sum,wind_speed_10m_max,relative_humidity_2m_mean,soil_temperature_0_to_7cm_mean,평수,실평수,진열평수,창고,계약면적(㎡),매장인원,입고도우미PO,일평균매출,일평균물동량,형태,매장명,지역,위도,경도,매장,발생일시,incident_id,label
5.8,20.9,0.0,0.0,0.0,14.9,63,12.7,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2026-03-28,NEG-10037.0-2026-03-28,0
13.3,20.9,0.3,0.0,0.3,8.7,67,15.8,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2026-04-14,NEG-10037.0-2026-04-14,0
-0.1,4.1,16.7,4.34,10.5,11.2,67,3.2,427.0,382.0,360.0,45.0,1715.0,18.0,1.1,20832517.85714286,417.0,직영점,광주충장로점,전남팀,35.148,126.9159,10037.0,2026-02-24,NEG-10037.0-2026-02-24,0
2.5,13.3,0.0,0.0,0.0,7.0,70,7.5,65.0,62.0,58.0,3.0,231.0,6.9,0.5,8275303.571428572,166.0,직영점,연신내점,신촌팀,37.6199,126.9227,10058.0,2025-11-04,NEG-10058.0-2025-11-04,0
-2.3,7.9,0.6,0.0,0.6,14.6,84,2.5,65.0,62.0,58.0,3.0,231.0,6.9,0.5,8275303.571428572,166.0,직영점,연신내점,신촌팀,37.6199,126.9227,10058.0,2025-12-29,NEG-10058.0-2025-12-29,0
10.7,16.5,0.1,0.0,0.1,10.8,75,14.0,65.0,62.0,58.0,3.0,231.0,6.9,0.5,8275303.571428572,166.0,직영점,연신내점,신촌팀,37.6199,126.9227,10058.0,2025-10-25,NEG-10058.0-2025-10-25,0
16.7,25.5,0.3,0.0,0.3,14.9,79,20.9,71.0,71.0,67.0,0.0,213.0,8.8,1.1,10223518.51851852,204.0,직영점,대전중앙로역점,대전팀,36.328,127.4241,10065.0,2025-09-21,NEG-10065.0-2025-09-21,0
21.6,30.0,0.0,0.0,0.0,9.6,81,26.6,71.0,71.0,67.0,0.0,213.0,8.8,1.1,10223518.51851852,204.0,직영점,대전중앙로역점,대전팀,36.328,127.4241,10065.0,2025-08-08,NEG-10065.0-2025-08-08,0
10.8,16.7,0.4,0.0,0.4,12.5,74,14.2,71.0,71.0,67.0,0.0,213.0,8.8,1.1,10223518.51851852,204.0,직영점,대전중앙로역점,대전팀,36.328,127.4241,10065.0,2025-10-26,NEG-10065.0-2025-10-26,0
4.1,12.6,0.0,0.0,0.0,14.0,65,8.1,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2026-02-27,NEG-10082.0-2026-02-27,0
10.6,25.7,0.0,0.0,0.0,18.4,53,18.2,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2026-04-16,NEG-10082.0-2026-04-16,0
-0.1,12.0,0.0,0.0,0.0,10.3,67,7.1,105.0,102.0,98.0,3.0,759.0,10.2,0.5,12971803.57142857,259.0,직영점,송내역점,북인천팀,37.4877,126.7528,10082.0,2026-03-21,NEG-10082.0-2026-03-21,0
24.8,32.6,18.1,0.0,18.1,19.6,87,27.3,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2024-07-26,NEG-10087.0-2024-07-26,0
20.7,30.0,26.7,0.0,26.7,33.4,87,24.3,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2024-07-06,NEG-10087.0-2024-07-06,0
13.9,23.1,0.0,0.0,0.0,6.9,66,18.7,154.0,142.0,129.0,12.0,793.0,9.8,0.8,12548535.714285716,251.0,직영점,잠실점,강남팀,37.5085,127.0867,10087.0,2024-05-30,NEG-10087.0-2024-05-30,0
15.9,22.9,4.7,0.0,4.7,16.1,83,20.0,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2025-05-15,NEG-10090.0-2025-05-15,0
14.6,28.2,0.0,0.0,0.0,7.9,55,23.6,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2025-05-30,NEG-10090.0-2025-05-30,0
18.4,28.0,0.0,0.0,0.0,7.2,84,23.0,432.0,422.0,395.0,10.0,2122.0,20.2,1.8,22177267.85714286,444.0,직영점,상록수역점,안산팀,37.3014,126.8651,10090.0,2025-06-27,NEG-10090.0-2025-06-27,0
9.9,25.6,0.0,0.0,0.0,15.4,54,16.9,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2026-04-16,NEG-10098.0-2026-04-16,0
12.1,22.5,0.0,0.0,0.0,15.4,82,18.9,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2026-05-13,NEG-10098.0-2026-05-13,0
6.8,20.1,0.0,0.0,0.0,14.7,62,15.2,102.0,100.0,96.0,2.0,371.0,11.9,0.8,11809875.0,236.0,직영점,작전역점,북인천팀,37.5303,126.7226,10098.0,2026-04-29,NEG-10098.0-2026-04-29,0
-10.6,-0.5,2.1,1.47,0.0,18.7,54,-1.5,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2025-12-04,NEG-10099.0-2025-12-04,0
3.5,7.9,4.0,0.0,4.0,20.3,84,7.4,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2025-11-25,NEG-10099.0-2025-11-25,0
10.7,16.9,0.7,0.0,0.7,10.7,77,13.7,106.3,100.0,96.0,6.3,368.0,7.9,0.5,5581750.0,112.0,직영점,수유시장점,강북팀,37.6317,127.0244,10099.0,2025-10-25,NEG-10099.0-2025-10-25,0
8.3,20.5,0.3,0.0,0.3,13.3,83,14.5,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-11-03,NEG-10103.0-2024-11-03,0
19.4,24.7,16.7,0.0,16.7,13.8,83,23.1,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-09-02,NEG-10103.0-2024-09-02,0
8.2,27.0,0.0,0.0,0.0,9.0,62,18.0,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-04-28,NEG-10103.0-2024-04-28,0
19.5,30.1,0.0,0.0,0.0,11.0,69,25.4,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-09-04,NEG-10103.0-2024-09-04,0
24.8,32.4,3.1,0.0,3.1,8.1,81,29.0,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-08-12,NEG-10103.0-2024-08-12,0
0.8,15.1,1.4,0.0,1.4,19.2,73,8.0,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-03-30,NEG-10103.0-2024-03-30,0
10.2,17.3,0.0,0.0,0.0,9.0,69,14.2,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-10-29,NEG-10103.0-2024-10-29,0
1.2,15.0,0.0,0.0,0.0,10.0,82,8.4,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-03-27,NEG-10103.0-2024-03-27,0
10.2,21.7,0.0,0.0,0.0,17.8,76,14.7,173.8,160.0,154.0,13.8,946.38,5.5,0.5,7603428.571428572,152.0,직영점,성남태평점,강동팀,37.4438,127.1405,10103.0,2024-11-02,NEG-10103.0-2024-11-02,0
-1.3,9.4,0.0,0.0,0.0,15.4,70,3.9,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2026-02-15,NEG-10111.0-2026-02-15,0
-13.5,-5.7,0.0,0.0,0.0,15.1,41,-3.7,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2026-01-20,NEG-10111.0-2026-01-20,0
-0.2,11.5,0.0,0.0,0.0,7.7,66,5.9,152.0,152.0,141.0,0.0,675.0,11.7,0.6,14263803.57142857,285.0,직영점,신정네거리점,신촌팀,37.5214,126.8534,10111.0,2026-03-16,NEG-10111.0-2026-03-16,0
-1.1,11.3,11.7,4.62,5.1,10.3,75,3.5,82.1,79.1,68.1,3.0,284.0,6.6,0.6,8430785.714285715,169.0,직영점,당산점,신촌팀,37.5341,126.901,10117.0,2026-03-05,NEG-10117.0-2026-03-05,0
6.8,15.6,3.3,0.0,3.3,14.6,64,13.9,82.1,79.1,68.1,3.0,284.0,6.6,0.6,8430785.714285715,169.0,직영점,당산점,신촌팀,37.5341,126.901,10117.0,2026-04-05,NEG-10117.0-2026-04-05,0
6.7,20.2,0.0,0.0,0.0,13.2,63,13.5,82.1,79.1,68.1,3.0,284.0,6.6,0.6,8430785.714285715,169.0,직영점,당산점,신촌팀,37.5341,126.901,10117.0,2026-04-03,NEG-10117.0-2026-04-03,0
-3.8,13.2,0.0,0.0,0.0,12.0,38,1.7,458.0,410.0,395.0,48.0,1965.0,8.9,0.8,12083857.142857144,242.0,직영점,경산하양점,대구팀,35.9115,128.8161,10120.0,2025-02-27,NEG-10120.0-2025-02-27,0
8.9,17.8,0.0,0.0,0.0,15.5,78,15.5,458.0,410.0,395.0,48.0,1965.0,8.9,0.8,12083857.142857144,242.0,직영점,경산하양점,대구팀,35.9115,128.8161,10120.0,2025-04-23,NEG-10120.0-2025-04-23,0
-9.4,0.6,0.5,0.35,0.0,33.0,57,0.1,458.0,410.0,395.0,48.0,1965.0,8.9,0.8,12083857.142857144,242.0,직영점,경산하양점,대구팀,35.9115,128.8161,10120.0,2025-02-07,NEG-10120.0-2025-02-07,0
20.1,26.9,0.4,0.0,0.4,9.6,78,23.5,188.0,182.0,176.0,6.0,753.0,9.2,0.8,10497892.857142856,210.0,직영점,간석점,남인천팀,37.4601,126.709,10130.0,2025-09-08,NEG-10130.0-2025-09-08,0
15.6,24.0,1.4,0.0,1.4,11.4,85,19.3,188.0,182.0,176.0,6.0,753.0,9.2,0.8,10497892.857142856,210.0,직영점,간석점,남인천팀,37.4601,126.709,10130.0,2025-10-01,NEG-10130.0-2025-10-01,0
26.4,35.7,0.0,0.0,0.0,10.5,66,31.5,188.0,182.0,176.0,6.0,753.0,9.2,0.8,10497892.857142856,210.0,직영점,간석점,남인천팀,37.4601,126.709,10130.0,2025-07-27,NEG-10130.0-2025-07-27,0
14.8,23.1,5.0,0.0,5.0,12.6,80,18.5,109.0,102.0,98.0,7.0,571.0,10.3,0.9,15174089.285714284,303.0,직영점,이대역점,신촌팀,37.5571,126.9463,10136.0,2025-10-17,NEG-10136.0-2025-10-17,0
23.9,32.3,0.0,0.0,0.0,8.1,77,28.6,109.0,102.0,98.0,7.0,571.0,10.3,0.9,15174089.285714284,303.0,직영점,이대역점,신촌팀,37.5571,126.9463,10136.0,2025-07-24,NEG-10136.0-2025-07-24,0
23.8,29.9,36.2,0.0,36.2,19.3,89,26.2,109.0,102.0,98.0,7.0,571.0,10.3,0.9,15174089.285714284,303.0,직영점,이대역점,신촌팀,37.5571,126.9463,10136.0,2025-09-06,NEG-10136.0-2025-09-06,0
25.4,30.4,1.9,0.0,1.9,16.1,84,28.2,109.0,102.0,98.0,7.0,571.0,10.3,0.9,15174089.285714284,303.0,직영점,이대역점,신촌팀,37.5571,126.9463,10136.0,2025-08-19,NEG-10136.0-2025-08-19,0
24.1,35.7,0.0,0.0,0.0,5.1,68,30.4,109.0,102.0,98.0,7.0,571.0,10.3,0.9,15174089.285714284,303.0,직영점,이대역점,신촌팀,37.5571,126.9463,10136.0,2025-07-25,NEG-10136.0-2025-07-25,0
18.5,24.1,38.3,0.0,38.3,16.7,87,20.4,109.0,102.0,98.0,7.0,571.0,10.3,0.9,15174089.285714284,303.0,직영점,이대역점,신촌팀,37.5571,126.9463,10136.0,2025-09-24,NEG-10136.0-2025-09-24,0
25.0,35.7,0.5,0.0,0.5,9.2,68,31.9,269.0,245.0,232.0,24.0,1136.7,6.4,0.4,8401928.57142857,168.0,직영점,구미중앙시장점,경북팀,36.1309,128.331,10145.0,2024-08-11,NEG-10145.0-2024-08-11,0
24.7,36.3,3.7,0.0,3.7,15.1,71,32.3,269.0,245.0,232.0,24.0,1136.7,6.4,0.4,8401928.57142857,168.0,직영점,구미중앙시장점,경북팀,36.1309,128.331,10145.0,2024-08-17,NEG-10145.0-2024-08-17,0
23.0,31.1,4.9,0.0,4.9,15.2,63,28.1,269.0,245.0,232.0,24.0,1136.7,6.4,0.4,8401928.57142857,168.0,직영점,구미중앙시장점,경북팀,36.1309,128.331,10145.0,2024-09-03,NEG-10145.0-2024-09-03,0
18.9,22.8,0.6,0.0,0.6,9.1,98,22.3,147.0,142.0,124.0,5.0,522.0,6.4,0.6,6912732.142857143,138.0,직영점,제주본점,제주팀,33.5038,126.552,10152.0,2025-05-22,NEG-10152.0-2025-05-22,0
10.0,15.6,0.0,0.0,0.0,10.3,52,15.5,147.0,142.0,124.0,5.0,522.0,6.4,0.6,6912732.142857143,138.0,직영점,제주본점,제주팀,33.5038,126.552,10152.0,2025-04-25,NEG-10152.0-2025-04-25,0
24.5,32.0,0.0,0.0,0.0,24.4,76,31.7,147.0,142.0,124.0,5.0,522.0,6.4,0.6,6912732.142857143,138.0,직영점,제주본점,제주팀,33.5038,126.552,10152.0,2025-07-08,NEG-10152.0-2025-07-08,0
-0.8,11.3,0.3,0.0,0.3,24.8,58,5.2,150.0,140.0,127.0,10.0,733.0,10.4,0.6,12076625.0,242.0,직영점,의정부회룡점,강북팀,37.7254,127.0479,10162.0,2026-02-22,NEG-10162.0-2026-02-22,0
-5.6,1.0,0.0,0.0,0.0,19.2,59,1.0,150.0,140.0,127.0,10.0,733.0,10.4,0.6,12076625.0,242.0,직영점,의정부회룡점,강북팀,37.7254,127.0479,10162.0,2026-01-07,NEG-10162.0-2026-01-07,0
3.8,12.8,0.3,0.0,0.3,16.0,79,6.5,150.0,140.0,127.0,10.0,733.0,10.4,0.6,12076625.0,242.0,직영점,의정부회룡점,강북팀,37.7254,127.0479,10162.0,2025-11-23,NEG-10162.0-2025-11-23,0
-1.3,9.6,0.0,0.0,0.0,17.7,70,3.8,150.0,140.0,127.0,10.0,733.0,10.4,0.6,12076625.0,242.0,직영점,의정부회룡점,강북팀,37.7254,127.0479,10162.0,2026-02-15,NEG-10162.0-2026-02-15,0
-9.4,0.4,0.0,0.0,0.0,9.0,58,-1.2,150.0,140.0,127.0,10.0,733.0,10.4,0.6,12076625.0,242.0,직영점,의정부회룡점,강북팀,37.7254,127.0479,10162.0,2026-01-03,NEG-10162.0-2026-01-03,0
2.0,15.4,0.7,0.0,0.7,16.2,73,7.8,150.0,140.0,127.0,10.0,733.0,10.4,0.6,12076625.0,242.0,직영점,의정부회룡점,강북팀,37.7254,127.0479,10162.0,2025-11-16,NEG-10162.0-2025-11-16,0
15.2,23.8,0.0,0.0,0.0,9.5,82,19.7,222.0,218.0,198.0,4.0,898.0,12.2,0.8,14367928.57142857,287.0,직영점,대전용문점,대전팀,36.3394,127.3913,10195.0,2025-09-30,NEG-10195.0-2025-09-30,0
4.0,13.5,0.0,0.0,0.0,10.8,61,9.6,222.0,218.0,198.0,4.0,898.0,12.2,0.8,14367928.57142857,287.0,직영점,대전용문점,대전팀,36.3394,127.3913,10195.0,2025-10-28,NEG-10195.0-2025-10-28,0
11.3,19.3,0.5,0.0,0.5,12.0,81,15.6,222.0,218.0,198.0,4.0,898.0,12.2,0.8,14367928.57142857,287.0,직영점,대전용문점,대전팀,36.3394,127.3913,10195.0,2025-10-25,NEG-10195.0-2025-10-25,0
12.4,23.3,0.2,0.0,0.2,14.3,73,17.0,99.0,96.0,85.0,3.0,406.0,6.3,0.5,6247053.571428572,125.0,직영점,창원반송시장점,창원팀,35.236,128.6713,10197.0,2025-05-25,NEG-10197.0-2025-05-25,0
-6.3,0.8,0.0,0.0,0.0,22.6,33,1.7,99.0,96.0,85.0,3.0,406.0,6.3,0.5,6247053.571428572,125.0,직영점,창원반송시장점,창원팀,35.236,128.6713,10197.0,2026-01-21,NEG-10197.0-2026-01-21,0
1.1,12.4,0.0,0.0,0.0,10.9,60,6.3,99.0,96.0,85.0,3.0,406.0,6.3,0.5,6247053.571428572,125.0,직영점,창원반송시장점,창원팀,35.236,128.6713,10197.0,2026-03-11,NEG-10197.0-2026-03-11,0
14.4,27.3,0.0,0.0,0.0,20.6,44,20.5,99.0,96.0,85.0,3.0,406.0,6.3,0.5,6247053.571428572,125.0,직영점,창원반송시장점,창원팀,35.236,128.6713,10197.0,2025-06-04,NEG-10197.0-2025-06-04,0
19.7,24.1,50.3,0.0,50.3,16.8,98,21.7,99.0,96.0,85.0,3.0,406.0,6.3,0.5,6247053.571428572,125.0,직영점,창원반송시장점,창원팀,35.236,128.6713,10197.0,2025-06-14,NEG-10197.0-2025-06-14,0
9.2,19.5,1.0,0.0,1.0,14.4,59,13.8,99.0,96.0,85.0,3.0,406.0,6.3,0.5,6247053.571428572,125.0,직영점,창원반송시장점,창원팀,35.236,128.6713,10197.0,2026-04-03,NEG-10197.0-2026-04-03,0
5.6,10.9,24.6,0.0,24.6,13.6,84,8.4,118.0,109.0,91.0,9.0,413.0,6.6,0.6,6111892.857142857,122.0,직영점,내방역점,강남팀,37.4873,126.9932,10207.0,2026-04-09,NEG-10207.0-2026-04-09,0
-11.3,-3.6,0.0,0.0,0.0,10.5,36,-4.6,118.0,109.0,91.0,9.0,413.0,6.6,0.6,6111892.857142857,122.0,직영점,내방역점,강남팀,37.4873,126.9932,10207.0,2026-01-30,NEG-10207.0-2026-01-30,0
-0.4,11.4,0.0,0.0,0.0,6.7,71,5.7,118.0,109.0,91.0,9.0,413.0,6.6,0.6,6111892.857142857,122.0,직영점,내방역점,강남팀,37.4873,126.9932,10207.0,2026-03-16,NEG-10207.0-2026-03-16,0
21.7,31.9,0.0,0.0,0.0,8.9,77,26.8,161.4,153.4,147.4,8.0,1077.0,10.6,0.8,14695589.285714284,294.0,직영점,염창역점,일산팀,37.5473,126.8745,10210.0,2025-08-12,NEG-10210.0-2025-08-12,0
19.7,22.5,3.9,0.0,3.9,7.8,93,21.2,161.4,153.4,147.4,8.0,1077.0,10.6,0.8,14695589.285714284,294.0,직영점,염창역점,일산팀,37.5473,126.8745,10210.0,2025-10-05,NEG-10210.0-2025-10-05,0
19.0,29.8,0.0,0.0,0.0,12.6,72,23.8,161.4,153.4,147.4,8.0,1077.0,10.6,0.8,14695589.285714284,294.0,직영점,염창역점,일산팀,37.5473,126.8745,10210.0,2025-09-11,NEG-10210.0-2025-09-11,0
22.1,31.1,0.3,0.0,0.3,9.8,78,27.1,130.0,123.0,112.0,7.0,578.0,9.8,0.8,12158250.0,243.0,직영점,수원역점,수원팀,37.2677,127.0007,10216.0,2024-09-09,NEG-10216.0-2024-09-09,0
24.5,33.2,2.9,0.0,2.9,8.0,85,29.5,130.0,123.0,112.0,7.0,578.0,9.8,0.8,12158250.0,243.0,직영점,수원역점,수원팀,37.2677,127.0007,10216.0,2024-08-14,NEG-10216.0-2024-08-14,0
12.9,20.0,0.0,0.0,0.0,10.1,79,16.7,130.0,123.0,112.0,7.0,578.0,9.8,0.8,12158250.0,243.0,직영점,수원역점,수원팀,37.2677,127.0007,10216.0,2024-10-07,NEG-10216.0-2024-10-07,0
-3.0,5.8,0.6,0.42,0.0,21.7,58,2.3,220.0,210.0,190.0,10.0,1992.0,13.5,0.8,14875946.42857143,298.0,직영점,단대오거리점,강동팀,37.4447,127.1589,10221.0,2025-03-30,NEG-10221.0-2025-03-30,0
5.3,9.1,12.4,0.0,12.4,11.5,92,7.1,220.0,210.0,190.0,10.0,1992.0,13.5,0.8,14875946.42857143,298.0,직영점,단대오거리점,강동팀,37.4447,127.1589,10221.0,2025-04-05,NEG-10221.0-2025-04-05,0
8.6,12.8,7.1,0.0,7.1,16.8,83,11.1,220.0,210.0,190.0,10.0,1992.0,13.5,0.8,14875946.42857143,298.0,직영점,단대오거리점,강동팀,37.4447,127.1589,10221.0,2025-05-03,NEG-10221.0-2025-05-03,0
8.6,19.2,2.3,0.0,2.3,17.4,71,14.3,185.0,178.0,172.0,7.0,760.0,12.4,1.7,16355267.857142856,327.0,직영점,강남역2호점,강남팀,37.4988,127.029,10224.0,2026-04-04,NEG-10224.0-2026-04-04,0
-4.4,5.3,0.0,0.0,0.0,10.7,65,0.5,185.0,178.0,172.0,7.0,760.0,12.4,1.7,16355267.857142856,327.0,직영점,강남역2호점,강남팀,37.4988,127.029,10224.0,2026-02-19,NEG-10224.0-2026-02-19,0
11.0,24.1,0.0,0.0,0.0,12.5,62,16.7,185.0,178.0,172.0,7.0,760.0,12.4,1.7,16355267.857142856,327.0,직영점,강남역2호점,강남팀,37.4988,127.029,10224.0,2026-04-15,NEG-10224.0-2026-04-15,0
23.5,32.3,1.7,0.0,1.7,12.0,85,27.4,87.0,82.0,78.0,5.0,300.0,5.4,0.3,4877232.142857143,98.0,직영점,계룡점,대전팀,36.289,127.241,10229.0,2024-07-25,NEG-10229.0-2024-07-25,0
13.3,24.5,0.0,0.0,0.0,12.5,75,19.7,87.0,82.0,78.0,5.0,300.0,5.4,0.3,4877232.142857143,98.0,직영점,계룡점,대전팀,36.289,127.241,10229.0,2024-05-21,NEG-10229.0-2024-05-21,0
12.3,26.2,0.0,0.0,0.0,19.6,63,20.2,87.0,82.0,78.0,5.0,300.0,5.4,0.3,4877232.142857143,98.0,직영점,계룡점,대전팀,36.289,127.241,10229.0,2024-06-02,NEG-10229.0-2024-06-02,0
-0.9,6.8,0.0,0.0,0.0,22.9,47,5.1,102.0,100.0,89.0,2.0,370.0,6.7,0.3,6360678.571428572,127.0,직영점,여수교동점,전남팀,34.7414,127.7326,10235.0,2025-12-05,NEG-10235.0-2025-12-05,0
20.7,24.9,1.6,0.0,1.6,13.3,89,22.8,102.0,100.0,89.0,2.0,370.0,6.7,0.3,6360678.571428572,127.0,직영점,여수교동점,전남팀,34.7414,127.7326,10235.0,2025-10-06,NEG-10235.0-2025-10-06,0
14.1,20.7,0.0,0.0,0.0,25.2,73,17.0,102.0,100.0,89.0,2.0,370.0,6.7,0.3,6360678.571428572,127.0,직영점,여수교동점,전남팀,34.7414,127.7326,10235.0,2025-10-22,NEG-10235.0-2025-10-22,0
5.6,8.6,37.4,0.0,37.4,24.0,90,7.3,300.0,290.0,268.0,10.0,1147.0,9.6,0.4,10913267.857142856,218.0,직영점,광주운암점,전남팀,35.1782,126.8761,10239.0,2026-03-02,NEG-10239.0-2026-03-02,0
-6.6,-1.6,0.0,0.0,0.0,20.5,53,-0.0,300.0,290.0,268.0,10.0,1147.0,9.6,0.4,10913267.857142856,218.0,직영점,광주운암점,전남팀,35.1782,126.8761,10239.0,2025-12-26,NEG-10239.0-2025-12-26,0
3.5,17.5,0.0,0.0,0.0,19.2,60,9.1,300.0,290.0,268.0,10.0,1147.0,9.6,0.4,10913267.857142856,218.0,직영점,광주운암점,전남팀,35.1782,126.8761,10239.0,2026-02-21,NEG-10239.0-2026-02-21,0
13.1,21.1,0.0,0.0,0.0,8.7,86,18.3,158.0,150.0,130.0,8.0,552.0,12.0,1.2,11650232.142857144,233.0,직영점,독산점,관악팀,37.4698,126.8975,10241.0,2024-10-16,NEG-10241.0-2024-10-16,0
21.2,28.9,1.1,0.0,1.1,12.9,82,25.3,158.0,150.0,130.0,8.0,552.0,12.0,1.2,11650232.142857144,233.0,직영점,독산점,관악팀,37.4698,126.8975,10241.0,2024-09-07,NEG-10241.0-2024-09-07,0
10.8,21.0,0.0,0.0,0.0,9.6,75,16.5,158.0,150.0,130.0,8.0,552.0,12.0,1.2,11650232.142857144,233.0,직영점,독산점,관악팀,37.4698,126.8975,10241.0,2024-10-05,NEG-10241.0-2024-10-05,0
15.5,26.3,0.0,0.0,0.0,11.6,59,24.0,190.0,175.0,148.0,15.0,665.0,11.7,0.9,12956071.42857143,259.0,직영점,부천중동점,북인천팀,37.5037,126.7632,10262.0,2025-05-29,NEG-10262.0-2025-05-29,0
24.2,29.5,0.2,0.0,0.2,18.1,84,26.2,190.0,175.0,148.0,15.0,665.0,11.7,0.9,12956071.42857143,259.0,직영점,부천중동점,북인천팀,37.5037,126.7632,10262.0,2025-07-04,NEG-10262.0-2025-07-04,0
15.4,28.0,0.0,0.0,0.0,11.5,59,25.0,190.0,175.0,148.0,15.0,665.0,11.7,0.9,12956071.42857143,259.0,직영점,부천중동점,북인천팀,37.5037,126.7632,10262.0,2025-06-01,NEG-10262.0-2025-06-01,0
25.4,37.5,0.1,0.0,0.1,13.6,60,34.9,271.0,260.0,247.0,11.0,1128.0,10.3,0.8,12046875.0,241.0,직영점,대구복현점,경북팀,35.8924,128.6216,10276.0,2025-08-29,NEG-10276.0-2025-08-29,0
22.6,30.8,12.6,0.0,12.6,13.1,80,26.4,271.0,260.0,247.0,11.0,1128.0,10.3,0.8,12046875.0,241.0,직영점,대구복현점,경북팀,35.8924,128.6216,10276.0,2025-08-10,NEG-10276.0-2025-08-10,0
19.1,27.5,0.1,0.0,0.1,14.3,77,23.1,271.0,260.0,247.0,11.0,1128.0,10.3,0.8,12046875.0,241.0,직영점,대구복현점,경북팀,35.8924,128.6216,10276.0,2025-09-27,NEG-10276.0-2025-09-27,0
1.6,14.7,0.0,0.0,0.0,14.8,68,8.9,128.0,125.0,114.0,3.0,417.0,10.0,0.5,11513535.714285716,230.0,직영점,개봉역점,관악팀,37.495,126.859,10278.0,2025-04-03,NEG-10278.0-2025-04-03,0
1.0,6.9,7.4,3.29,2.7,30.2,75,6.6,128.0,125.0,114.0,3.0,417.0,10.0,0.5,11513535.714285716,230.0,직영점,개봉역점,관악팀,37.495,126.859,10278.0,2025-04-13,NEG-10278.0-2025-04-13,0
-6.8,4.7,0.0,0.0,0.0,8.0,67,-1.5,128.0,125.0,114.0,3.0,417.0,10.0,0.5,11513535.714285716,230.0,직영점,개봉역점,관악팀,37.495,126.859,10278.0,2025-02-11,NEG-10278.0-2025-02-11,0
13.0,24.7,2.2,0.0,2.2,8.8,77,19.1,220.0,220.0,200.0,0.0,1239.0,8.5,0.5,9497017.857142856,190.0,직영점,의정부녹양점,강북팀,37.7607,127.0413,10279.0,2025-05-28,NEG-10279.0-2025-05-28,0
23.1,28.3,36.5,0.0,36.5,12.6,92,25.1,220.0,220.0,200.0,0.0,1239.0,8.5,0.5,9497017.857142856,190.0,직영점,의정부녹양점,강북팀,37.7607,127.0413,10279.0,2025-08-14,NEG-10279.0-2025-08-14,0
